,name,price,point,home_team,away_team,bookmakers.title,commence_time
42,Over,1.91,218.5,Memphis Grizzlies,Detroit Pistons,DraftKings,2022-01-07T01:00:00Z
43,Under,1.91,218.5,Memphis Grizzlies,Detroit Pistons,DraftKings,2022-01-07T01:00:00Z
44,Over,1.92,218.5,Memphis Grizzlies,Detroit Pistons,Barstool Sportsbook,2022-01-07T01:00:00Z
45,Under,1.88,218.5,Memphis Grizzlies,Detroit Pistons,Barstool Sportsbook,2022-01-07T01:00:00Z
46,Over,1.91,218.0,Memphis Grizzlies,Detroit Pistons,WynnBET,2022-01-07T01:00:00Z
47,Under,1.91,218.0,Memphis Grizzlies,Detroit Pistons,WynnBET,2022-01-07T01:00:00Z
48,Over,1.92,218.5,Memphis Grizzlies,Detroit Pistons,SugarHouse,2022-01-07T01:00:00Z
49,Under,1.88,218.5,Memphis Grizzlies,Detroit Pistons,SugarHouse,2022-01-07T01:00:00Z
50,Over,1.91,217.5,Memphis Grizzlies,Detroit Pistons,William Hill (US),2022-01-07T01:00:00Z
51,Under,1.91,217.5,Memphis Grizzlies,Detroit Pistons,William Hill (US),2022-01-07T01:00:00Z
52,Over,1.91,218.0,Memphis Grizzlies,Detroit Pistons,FOX Bet,2022-01-07T01:00:00Z
53,Under,1.91,218.0,Memphis Grizzlies,Detroit Pistons,FOX Bet,2022-01-07T01:00:00Z
54,Over,1.91,217.5,Memphis Grizzlies,Detroit Pistons,BetMGM,2022-01-07T01:00:00Z
55,Under,1.91,217.5,Memphis Grizzlies,Detroit Pistons,BetMGM,2022-01-07T01:00:00Z
56,Over,1.92,218.5,Memphis Grizzlies,Detroit Pistons,BetRivers,2022-01-07T01:00:00Z
57,Under,1.88,218.5,Memphis Grizzlies,Detroit Pistons,BetRivers,2022-01-07T01:00:00Z
58,Over,1.92,219.0,Memphis Grizzlies,Detroit Pistons,GTbets,2022-01-07T01:00:00Z
59,Under,1.92,219.0,Memphis Grizzlies,Detroit Pistons,GTbets,2022-01-07T01:00:00Z
60,Over,1.91,219.5,Memphis Grizzlies,Detroit Pistons,MyBookie.ag,2022-01-07T01:00:00Z
61,Under,1.91,219.5,Memphis Grizzlies,Detroit Pistons,MyBookie.ag,2022-01-07T01:00:00Z
62,Over,1.91,218.0,Memphis Grizzlies,Detroit Pistons,BetUS,2022-01-07T01:00:00Z
63,Under,1.91,218.0,Memphis Grizzlies,Detroit Pistons,BetUS,2022-01-07T01:00:00Z
64,Over,1.91,215.5,New Orleans Pelicans,Golden State Warriors,WynnBET,2022-01-07T01:10:00Z
65,Under,1.91,215.5,New Orleans Pelicans,Golden State Warriors,WynnBET,2022-01-07T01:10:00Z
66,Over,1.91,215.5,New Orleans Pelicans,Golden State Warriors,FanDuel,2022-01-07T01:10:00Z
67,Under,1.91,215.5,New Orleans Pelicans,Golden State Warriors,FanDuel,2022-01-07T01:10:00Z
68,Over,1.91,215.5,New Orleans Pelicans,Golden State Warriors,Bovada,2022-01-07T01:10:00Z
69,Under,1.91,215.5,New Orleans Pelicans,Golden State Warriors,Bovada,2022-01-07T01:10:00Z
70,Over,1.91,215.5,New Orleans Pelicans,Golden State Warriors,DraftKings,2022-01-07T01:10:00Z
71,Under,1.91,215.5,New Orleans Pelicans,Golden State Warriors,DraftKings,2022-01-07T01:10:00Z
72,Over,1.91,215.5,New Orleans Pelicans,Golden State Warriors,BetMGM,2022-01-07T01:10:00Z
73,Under,1.91,215.5,New Orleans Pelicans,Golden State Warriors,BetMGM,2022-01-07T01:10:00Z
74,Over,1.89,216.5,New Orleans Pelicans,Golden State Warriors,SugarHouse,2022-01-07T01:10:00Z
75,Under,1.92,216.5,New Orleans Pelicans,Golden State Warriors,SugarHouse,2022-01-07T01:10:00Z
76,Over,1.9,215.5,New Orleans Pelicans,Golden State Warriors,Unibet,2022-01-07T01:10:00Z
77,Under,1.92,215.5,New Orleans Pelicans,Golden State Warriors,Unibet,2022-01-07T01:10:00Z
78,Over,1.89,216.5,New Orleans Pelicans,Golden State Warriors,TwinSpires,2022-01-07T01:10:00Z
79,Under,1.92,216.5,New Orleans Pelicans,Golden State Warriors,TwinSpires,2022-01-07T01:10:00Z
80,Over,1.89,216.5,New Orleans Pelicans,Golden State Warriors,BetRivers,2022-01-07T01:10:00Z
81,Under,1.92,216.5,New Orleans Pelicans,Golden State Warriors,BetRivers,2022-01-07T01:10:00Z
82,Over,1.89,216.5,New Orleans Pelicans,Golden State Warriors,Barstool Sportsbook,2022-01-07T01:10:00Z
83,Under,1.92,216.5,New Orleans Pelicans,Golden State Warriors,Barstool Sportsbook,2022-01-07T01:10:00Z
84,Over,1.91,215.5,New Orleans Pelicans,Golden State Warriors,FOX Bet,2022-01-07T01:10:00Z
85,Under,1.91,215.5,New Orleans Pelicans,Golden State Warriors,FOX Bet,2022-01-07T01:10:00Z
86,Over,1.91,216.0,New Orleans Pelicans,Golden State Warriors,MyBookie.ag,2022-01-07T01:10:00Z
87,Under,1.91,216.0,New Orleans Pelicans,Golden State Warriors,MyBookie.ag,2022-01-07T01:10:00Z
88,Over,1.9,215.5,New Orleans Pelicans,Golden State Warriors,BetOnline.ag,2022-01-07T01:10:00Z
89,Under,1.9,215.5,New Orleans Pelicans,Golden State Warriors,BetOnline.ag,2022-01-07T01:10:00Z
90,Over,1.91,215.5,New Orleans Pelicans,Golden State Warriors,William Hill (US),2022-01-07T01:10:00Z
91,Under,1.91,215.5,New Orleans Pelicans,Golden State Warriors,William Hill (US),2022-01-07T01:10:00Z
92,Over,1.91,215.5,New Orleans Pelicans,Golden State Warriors,BetUS,2022-01-07T01:10:00Z
93,Under,1.91,215.5,New Orleans Pelicans,Golden State Warriors,BetUS,2022-01-07T01:10:00Z
94,Over,1.93,220.5,Phoenix Suns,Los Angeles Clippers,Unibet,2022-01-07T03:00:00Z
95,Under,1.89,220.5,Phoenix Suns,Los Angeles Clippers,Unibet,2022-01-07T03:00:00Z
96,Over,1.91,221.0,Phoenix Suns,Los Angeles Clippers,DraftKings,2022-01-07T03:00:00Z
97,Under,1.91,221.0,Phoenix Suns,Los Angeles Clippers,DraftKings,2022-01-07T03:00:00Z
98,Over,1.9,221.5,Phoenix Suns,Los Angeles Clippers,BetOnline.ag,2022-01-07T03:00:00Z
99,Under,1.9,221.5,Phoenix Suns,Los Angeles Clippers,BetOnline.ag,2022-01-07T03:00:00Z
100,Over,1.91,220.5,Phoenix Suns,Los Angeles Clippers,BetMGM,2022-01-07T03:00:00Z
101,Under,1.91,220.5,Phoenix Suns,Los Angeles Clippers,BetMGM,2022-01-07T03:00:00Z
102,Over,1.93,220.5,Phoenix Suns,Los Angeles Clippers,TwinSpires,2022-01-07T03:00:00Z
103,Under,1.88,220.5,Phoenix Suns,Los Angeles Clippers,TwinSpires,2022-01-07T03:00:00Z
104,Over,1.91,221.0,Phoenix Suns,Los Angeles Clippers,Bovada,2022-01-07T03:00:00Z
105,Under,1.91,221.0,Phoenix Suns,Los Angeles Clippers,Bovada,2022-01-07T03:00:00Z
106,Over,1.93,220.5,Phoenix Suns,Los Angeles Clippers,Barstool Sportsbook,2022-01-07T03:00:00Z
107,Under,1.88,220.5,Phoenix Suns,Los Angeles Clippers,Barstool Sportsbook,2022-01-07T03:00:00Z
108,Over,1.91,221.0,Phoenix Suns,Los Angeles Clippers,FanDuel,2022-01-07T03:00:00Z
109,Under,1.91,221.0,Phoenix Suns,Los Angeles Clippers,FanDuel,2022-01-07T03:00:00Z
110,Over,1.91,220.0,Phoenix Suns,Los Angeles Clippers,WynnBET,2022-01-07T03:00:00Z
111,Under,1.91,220.0,Phoenix Suns,Los Angeles Clippers,WynnBET,2022-01-07T03:00:00Z
112,Over,1.93,220.5,Phoenix Suns,Los Angeles Clippers,SugarHouse,2022-01-07T03:00:00Z
113,Under,1.88,220.5,Phoenix Suns,Los Angeles Clippers,SugarHouse,2022-01-07T03:00:00Z
114,Over,1.91,220.5,Phoenix Suns,Los Angeles Clippers,FOX Bet,2022-01-07T03:00:00Z
115,Under,1.91,220.5,Phoenix Suns,Los Angeles Clippers,FOX Bet,2022-01-07T03:00:00Z
116,Over,1.91,221.0,Phoenix Suns,Los Angeles Clippers,William Hill (US),2022-01-07T03:00:00Z
117,Under,1.91,221.0,Phoenix Suns,Los Angeles Clippers,William Hill (US),2022-01-07T03:00:00Z
118,Over,1.93,220.5,Phoenix Suns,Los Angeles Clippers,BetRivers,2022-01-07T03:00:00Z
119,Under,1.88,220.5,Phoenix Suns,Los Angeles Clippers,BetRivers,2022-01-07T03:00:00Z
120,Over,1.92,221.0,Phoenix Suns,Los Angeles Clippers,GTbets,2022-01-07T03:00:00Z
121,Under,1.92,221.0,Phoenix Suns,Los Angeles Clippers,GTbets,2022-01-07T03:00:00Z
122,Over,1.91,221.0,Phoenix Suns,Los Angeles Clippers,MyBookie.ag,2022-01-07T03:00:00Z
123,Under,1.91,221.0,Phoenix Suns,Los Angeles Clippers,MyBookie.ag,2022-01-07T03:00:00Z
124,Over,1.91,221.0,Phoenix Suns,Los Angeles Clippers,BetUS,2022-01-07T03:00:00Z
125,Under,1.91,221.0,Phoenix Suns,Los Angeles Clippers,BetUS,2022-01-07T03:00:00Z
