,name,price,point,home_team,away_team,bookmakers.title,commence_time,price2,point2
211,Under,1.89,130.0,Colorado Buffaloes,Washington St Cougars,BetRivers,2022-01-07T02:00:00Z,1.89,130.0
212,Over,1.91,130.0,Colorado Buffaloes,Washington St Cougars,BetUS,2022-01-07T02:00:00Z,1.91,130.0
213,Under,1.91,130.0,Colorado Buffaloes,Washington St Cougars,BetUS,2022-01-07T02:00:00Z,1.91,130.0
214,Over,1.91,130.0,Colorado Buffaloes,Washington St Cougars,Bovada,2022-01-07T02:00:00Z,1.91,130.0
215,Under,1.91,130.0,Colorado Buffaloes,Washington St Cougars,Bovada,2022-01-07T02:00:00Z,1.91,130.0
216,Over,1.91,130.0,Colorado Buffaloes,Washington St Cougars,DraftKings,2022-01-07T02:00:00Z,1.91,130.0
217,Under,1.91,130.0,Colorado Buffaloes,Washington St Cougars,DraftKings,2022-01-07T02:00:00Z,1.91,130.0
218,Over,1.87,130.0,Colorado Buffaloes,Washington St Cougars,FanDuel,2022-01-07T02:00:00Z,1.87,130.0
219,Under,1.95,130.0,Colorado Buffaloes,Washington St Cougars,FanDuel,2022-01-07T02:00:00Z,1.95,130.0
220,Over,1.92,130.0,Colorado Buffaloes,Washington St Cougars,GTbets,2022-01-07T02:00:00Z,1.92,130.0
221,Under,1.92,130.0,Colorado Buffaloes,Washington St Cougars,GTbets,2022-01-07T02:00:00Z,1.92,130.0
222,Over,1.91,130.5,Colorado Buffaloes,Washington St Cougars,MyBookie.ag,2022-01-07T02:00:00Z,1.91,130.0
223,Under,1.91,130.5,Colorado Buffaloes,Washington St Cougars,MyBookie.ag,2022-01-07T02:00:00Z,1.91,130.0
224,Over,1.91,129.5,Colorado Buffaloes,Washington St Cougars,PointsBet (US),2022-01-07T02:00:00Z,1.91,129.5
225,Under,1.91,129.5,Colorado Buffaloes,Washington St Cougars,PointsBet (US),2022-01-07T02:00:00Z,1.91,129.5
226,Over,1.93,130.0,Colorado Buffaloes,Washington St Cougars,SugarHouse,2022-01-07T02:00:00Z,1.93,130.0
227,Under,1.89,130.0,Colorado Buffaloes,Washington St Cougars,SugarHouse,2022-01-07T02:00:00Z,1.89,130.0
228,Over,1.93,130.0,Colorado Buffaloes,Washington St Cougars,TwinSpires,2022-01-07T02:00:00Z,1.93,130.0
229,Under,1.89,130.0,Colorado Buffaloes,Washington St Cougars,TwinSpires,2022-01-07T02:00:00Z,1.89,130.0
230,Over,1.89,130.0,Colorado Buffaloes,Washington St Cougars,Unibet,2022-01-07T02:00:00Z,1.89,130.0
231,Under,1.85,130.0,Colorado Buffaloes,Washington St Cougars,Unibet,2022-01-07T02:00:00Z,1.85,130.0
232,Over,1.91,130.0,Colorado Buffaloes,Washington St Cougars,William Hill (US),2022-01-07T02:00:00Z,1.91,130.0
233,Under,1.91,130.0,Colorado Buffaloes,Washington St Cougars,William Hill (US),2022-01-07T02:00:00Z,1.91,130.0
234,Over,1.91,129.5,Colorado Buffaloes,Washington St Cougars,WynnBET,2022-01-07T02:00:00Z,1.91,129.5
235,Under,1.91,129.5,Colorado Buffaloes,Washington St Cougars,WynnBET,2022-01-07T02:00:00Z,1.91,129.5
236,Over,1.93,142.5,Eastern Washington Eagles,Montana Grizzlies,Barstool Sportsbook,2022-01-07T02:00:00Z,1.93,142.5
237,Under,1.89,142.5,Eastern Washington Eagles,Montana Grizzlies,Barstool Sportsbook,2022-01-07T02:00:00Z,1.89,142.5
238,Over,1.91,141.5,Eastern Washington Eagles,Montana Grizzlies,BetMGM,2022-01-07T02:00:00Z,1.91,141.5
239,Under,1.91,141.5,Eastern Washington Eagles,Montana Grizzlies,BetMGM,2022-01-07T02:00:00Z,1.91,141.5
240,Over,1.93,142.5,Eastern Washington Eagles,Montana Grizzlies,BetRivers,2022-01-07T02:00:00Z,1.93,142.5
241,Under,1.89,142.5,Eastern Washington Eagles,Montana Grizzlies,BetRivers,2022-01-07T02:00:00Z,1.89,142.5
242,Over,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,BetUS,2022-01-07T02:00:00Z,1.91,142.0
243,Under,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,BetUS,2022-01-07T02:00:00Z,1.91,142.0
244,Over,1.91,141.5,Eastern Washington Eagles,Montana Grizzlies,Bovada,2022-01-07T02:00:00Z,1.91,141.5
245,Under,1.91,141.5,Eastern Washington Eagles,Montana Grizzlies,Bovada,2022-01-07T02:00:00Z,1.91,141.5
246,Over,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,DraftKings,2022-01-07T02:00:00Z,1.91,142.0
247,Under,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,DraftKings,2022-01-07T02:00:00Z,1.91,142.0
248,Over,1.91,142.5,Eastern Washington Eagles,Montana Grizzlies,FanDuel,2022-01-07T02:00:00Z,1.91,142.5
249,Under,1.91,142.5,Eastern Washington Eagles,Montana Grizzlies,FanDuel,2022-01-07T02:00:00Z,1.91,142.5
250,Over,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,MyBookie.ag,2022-01-07T02:00:00Z,1.91,142.0
251,Under,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,MyBookie.ag,2022-01-07T02:00:00Z,1.91,142.0
252,Over,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,PointsBet (US),2022-01-07T02:00:00Z,1.91,142.0
253,Under,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,PointsBet (US),2022-01-07T02:00:00Z,1.91,142.0
254,Over,1.93,142.5,Eastern Washington Eagles,Montana Grizzlies,SugarHouse,2022-01-07T02:00:00Z,1.93,142.5
255,Under,1.89,142.5,Eastern Washington Eagles,Montana Grizzlies,SugarHouse,2022-01-07T02:00:00Z,1.89,142.5
256,Over,1.93,142.5,Eastern Washington Eagles,Montana Grizzlies,TwinSpires,2022-01-07T02:00:00Z,1.93,142.5
257,Under,1.89,142.5,Eastern Washington Eagles,Montana Grizzlies,TwinSpires,2022-01-07T02:00:00Z,1.89,142.5
258,Over,1.88,142.5,Eastern Washington Eagles,Montana Grizzlies,Unibet,2022-01-07T02:00:00Z,1.88,142.5
259,Under,1.86,142.5,Eastern Washington Eagles,Montana Grizzlies,Unibet,2022-01-07T02:00:00Z,1.86,142.5
260,Over,1.91,141.5,Eastern Washington Eagles,Montana Grizzlies,William Hill (US),2022-01-07T02:00:00Z,1.91,141.5
261,Under,1.91,141.5,Eastern Washington Eagles,Montana Grizzlies,William Hill (US),2022-01-07T02:00:00Z,1.91,141.5
262,Over,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,WynnBET,2022-01-07T02:00:00Z,1.91,142.0
263,Under,1.91,142.0,Eastern Washington Eagles,Montana Grizzlies,WynnBET,2022-01-07T02:00:00Z,1.91,142.0
264,Over,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,BetMGM,2022-01-07T00:00:00Z,1.91,137.5
265,Under,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,BetMGM,2022-01-07T00:00:00Z,1.91,137.5
266,Over,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,BetUS,2022-01-07T00:00:00Z,1.91,137.5
267,Under,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,BetUS,2022-01-07T00:00:00Z,1.91,137.5
268,Over,1.87,137.0,Georgia St Panthers,UT-Arlington Mavericks,Bovada,2022-01-07T00:00:00Z,1.87,137.0
269,Under,1.95,137.0,Georgia St Panthers,UT-Arlington Mavericks,Bovada,2022-01-07T00:00:00Z,1.95,137.0
270,Over,2.0,138.0,Georgia St Panthers,UT-Arlington Mavericks,DraftKings,2022-01-07T00:00:00Z,2.0,138.0
271,Under,1.83,138.0,Georgia St Panthers,UT-Arlington Mavericks,DraftKings,2022-01-07T00:00:00Z,1.83,138.0
272,Over,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,FOX Bet,2022-01-07T00:00:00Z,1.91,137.5
273,Under,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,FOX Bet,2022-01-07T00:00:00Z,1.91,137.5
274,Over,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,FanDuel,2022-01-07T00:00:00Z,1.91,137.5
275,Under,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,FanDuel,2022-01-07T00:00:00Z,1.91,137.5
276,Over,1.91,138.0,Georgia St Panthers,UT-Arlington Mavericks,MyBookie.ag,2022-01-07T00:00:00Z,1.91,138.0
277,Under,1.91,138.0,Georgia St Panthers,UT-Arlington Mavericks,MyBookie.ag,2022-01-07T00:00:00Z,1.91,138.0
278,Over,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,PointsBet (US),2022-01-07T00:00:00Z,1.91,137.5
279,Under,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,PointsBet (US),2022-01-07T00:00:00Z,1.91,137.5
280,Over,1.86,137.5,Georgia St Panthers,UT-Arlington Mavericks,Unibet,2022-01-07T00:00:00Z,1.86,137.5
281,Under,1.89,137.5,Georgia St Panthers,UT-Arlington Mavericks,Unibet,2022-01-07T00:00:00Z,1.89,137.5
282,Over,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,William Hill (US),2022-01-07T00:00:00Z,1.91,137.5
283,Under,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,William Hill (US),2022-01-07T00:00:00Z,1.91,137.5
284,Over,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,WynnBET,2022-01-07T00:00:00Z,1.91,137.5
285,Under,1.91,137.5,Georgia St Panthers,UT-Arlington Mavericks,WynnBET,2022-01-07T00:00:00Z,1.91,137.5
286,Over,1.93,146.0,Idaho Vandals,Montana St Bobcats,Barstool Sportsbook,2022-01-07T02:00:00Z,1.93,146.0
287,Under,1.88,146.0,Idaho Vandals,Montana St Bobcats,Barstool Sportsbook,2022-01-07T02:00:00Z,1.88,146.0
288,Over,1.91,145.5,Idaho Vandals,Montana St Bobcats,BetMGM,2022-01-07T02:00:00Z,1.91,145.5
289,Under,1.91,145.5,Idaho Vandals,Montana St Bobcats,BetMGM,2022-01-07T02:00:00Z,1.91,145.5
290,Over,1.93,146.0,Idaho Vandals,Montana St Bobcats,BetRivers,2022-01-07T02:00:00Z,1.93,146.0
291,Under,1.88,146.0,Idaho Vandals,Montana St Bobcats,BetRivers,2022-01-07T02:00:00Z,1.88,146.0
292,Over,1.91,146.0,Idaho Vandals,Montana St Bobcats,BetUS,2022-01-07T02:00:00Z,1.91,146.0
293,Under,1.91,146.0,Idaho Vandals,Montana St Bobcats,BetUS,2022-01-07T02:00:00Z,1.91,146.0
294,Over,1.95,146.0,Idaho Vandals,Montana St Bobcats,DraftKings,2022-01-07T02:00:00Z,1.95,146.0
295,Under,1.87,146.0,Idaho Vandals,Montana St Bobcats,DraftKings,2022-01-07T02:00:00Z,1.87,146.0
296,Over,1.95,145.5,Idaho Vandals,Montana St Bobcats,FanDuel,2022-01-07T02:00:00Z,1.95,145.5
297,Under,1.87,145.5,Idaho Vandals,Montana St Bobcats,FanDuel,2022-01-07T02:00:00Z,1.87,145.5
298,Over,1.92,146.0,Idaho Vandals,Montana St Bobcats,GTbets,2022-01-07T02:00:00Z,1.92,146.0
299,Under,1.92,146.0,Idaho Vandals,Montana St Bobcats,GTbets,2022-01-07T02:00:00Z,1.92,146.0
300,Over,1.91,146.0,Idaho Vandals,Montana St Bobcats,MyBookie.ag,2022-01-07T02:00:00Z,1.91,146.0
301,Under,1.91,146.0,Idaho Vandals,Montana St Bobcats,MyBookie.ag,2022-01-07T02:00:00Z,1.91,146.0
302,Over,1.91,145.5,Idaho Vandals,Montana St Bobcats,PointsBet (US),2022-01-07T02:00:00Z,1.91,145.5
303,Under,1.91,145.5,Idaho Vandals,Montana St Bobcats,PointsBet (US),2022-01-07T02:00:00Z,1.91,145.5
304,Over,1.93,146.0,Idaho Vandals,Montana St Bobcats,SugarHouse,2022-01-07T02:00:00Z,1.93,146.0
305,Under,1.88,146.0,Idaho Vandals,Montana St Bobcats,SugarHouse,2022-01-07T02:00:00Z,1.88,146.0
306,Over,1.93,146.0,Idaho Vandals,Montana St Bobcats,TwinSpires,2022-01-07T02:00:00Z,1.93,146.0
307,Under,1.88,146.0,Idaho Vandals,Montana St Bobcats,TwinSpires,2022-01-07T02:00:00Z,1.88,146.0
308,Over,1.89,146.0,Idaho Vandals,Montana St Bobcats,Unibet,2022-01-07T02:00:00Z,1.89,146.0
309,Under,1.85,146.0,Idaho Vandals,Montana St Bobcats,Unibet,2022-01-07T02:00:00Z,1.85,146.0
310,Over,1.91,146.0,Idaho Vandals,Montana St Bobcats,William Hill (US),2022-01-07T02:00:00Z,1.91,146.0
311,Under,1.91,146.0,Idaho Vandals,Montana St Bobcats,William Hill (US),2022-01-07T02:00:00Z,1.91,146.0
312,Over,1.91,145.5,Idaho Vandals,Montana St Bobcats,WynnBET,2022-01-07T02:00:00Z,1.91,145.5
313,Under,1.91,145.5,Idaho Vandals,Montana St Bobcats,WynnBET,2022-01-07T02:00:00Z,1.91,145.5
314,Over,1.93,140.5,Illinois Fighting Illini,Maryland Terrapins,Barstool Sportsbook,2022-01-07T00:00:00Z,1.93,140.5
315,Under,1.88,140.5,Illinois Fighting Illini,Maryland Terrapins,Barstool Sportsbook,2022-01-07T00:00:00Z,1.88,140.5
316,Over,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,BetMGM,2022-01-07T00:00:00Z,1.91,140.5
317,Under,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,BetMGM,2022-01-07T00:00:00Z,1.91,140.5
318,Over,1.93,140.5,Illinois Fighting Illini,Maryland Terrapins,BetRivers,2022-01-07T00:00:00Z,1.93,140.5
319,Under,1.88,140.5,Illinois Fighting Illini,Maryland Terrapins,BetRivers,2022-01-07T00:00:00Z,1.88,140.5
320,Over,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,BetUS,2022-01-07T00:00:00Z,1.91,140.5
321,Under,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,BetUS,2022-01-07T00:00:00Z,1.91,140.5
322,Over,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,Bovada,2022-01-07T00:00:00Z,1.91,140.5
323,Under,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,Bovada,2022-01-07T00:00:00Z,1.91,140.5
324,Over,1.83,139.5,Illinois Fighting Illini,Maryland Terrapins,DraftKings,2022-01-07T00:00:00Z,1.83,139.5
325,Under,2.0,139.5,Illinois Fighting Illini,Maryland Terrapins,DraftKings,2022-01-07T00:00:00Z,2.0,139.5
326,Over,1.91,141.0,Illinois Fighting Illini,Maryland Terrapins,FOX Bet,2022-01-07T00:00:00Z,1.91,141.0
327,Under,1.91,141.0,Illinois Fighting Illini,Maryland Terrapins,FOX Bet,2022-01-07T00:00:00Z,1.91,141.0
328,Over,1.95,140.5,Illinois Fighting Illini,Maryland Terrapins,FanDuel,2022-01-07T00:00:00Z,1.95,140.5
329,Under,1.87,140.5,Illinois Fighting Illini,Maryland Terrapins,FanDuel,2022-01-07T00:00:00Z,1.87,140.5
330,Over,1.92,140.5,Illinois Fighting Illini,Maryland Terrapins,GTbets,2022-01-07T00:00:00Z,1.92,140.5
331,Under,1.92,140.5,Illinois Fighting Illini,Maryland Terrapins,GTbets,2022-01-07T00:00:00Z,1.92,140.5
332,Over,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,MyBookie.ag,2022-01-07T00:00:00Z,1.91,140.5
333,Under,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,MyBookie.ag,2022-01-07T00:00:00Z,1.91,140.5
334,Over,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,PointsBet (US),2022-01-07T00:00:00Z,1.91,140.5
335,Under,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,PointsBet (US),2022-01-07T00:00:00Z,1.91,140.5
336,Over,1.93,140.5,Illinois Fighting Illini,Maryland Terrapins,SugarHouse,2022-01-07T00:00:00Z,1.93,140.5
337,Under,1.88,140.5,Illinois Fighting Illini,Maryland Terrapins,SugarHouse,2022-01-07T00:00:00Z,1.88,140.5
338,Over,1.93,140.5,Illinois Fighting Illini,Maryland Terrapins,TwinSpires,2022-01-07T00:00:00Z,1.93,140.5
339,Under,1.88,140.5,Illinois Fighting Illini,Maryland Terrapins,TwinSpires,2022-01-07T00:00:00Z,1.88,140.5
340,Over,1.89,140.5,Illinois Fighting Illini,Maryland Terrapins,Unibet,2022-01-07T00:00:00Z,1.89,140.5
341,Under,1.85,140.5,Illinois Fighting Illini,Maryland Terrapins,Unibet,2022-01-07T00:00:00Z,1.85,140.5
342,Over,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,William Hill (US),2022-01-07T00:00:00Z,1.91,140.5
343,Under,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,William Hill (US),2022-01-07T00:00:00Z,1.91,140.5
344,Over,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,WynnBET,2022-01-07T00:00:00Z,1.91,140.5
345,Under,1.91,140.5,Illinois Fighting Illini,Maryland Terrapins,WynnBET,2022-01-07T00:00:00Z,1.91,140.5
346,Over,1.93,140.0,Indiana Hoosiers,Ohio State Buckeyes,Barstool Sportsbook,2022-01-07T00:00:00Z,1.93,140.0
347,Under,1.89,140.0,Indiana Hoosiers,Ohio State Buckeyes,Barstool Sportsbook,2022-01-07T00:00:00Z,1.89,140.0
348,Over,1.91,139.5,Indiana Hoosiers,Ohio State Buckeyes,BetMGM,2022-01-07T00:00:00Z,1.91,139.5
349,Under,1.91,139.5,Indiana Hoosiers,Ohio State Buckeyes,BetMGM,2022-01-07T00:00:00Z,1.91,139.5
350,Over,1.93,140.0,Indiana Hoosiers,Ohio State Buckeyes,BetRivers,2022-01-07T00:00:00Z,1.93,140.0
351,Under,1.89,140.0,Indiana Hoosiers,Ohio State Buckeyes,BetRivers,2022-01-07T00:00:00Z,1.89,140.0
352,Over,1.91,140.0,Indiana Hoosiers,Ohio State Buckeyes,BetUS,2022-01-07T00:00:00Z,1.91,140.0
353,Under,1.91,140.0,Indiana Hoosiers,Ohio State Buckeyes,BetUS,2022-01-07T00:00:00Z,1.91,140.0
354,Over,1.95,140.0,Indiana Hoosiers,Ohio State Buckeyes,DraftKings,2022-01-07T00:00:00Z,1.83,139.0
355,Under,1.87,140.0,Indiana Hoosiers,Ohio State Buckeyes,DraftKings,2022-01-07T00:00:00Z,2.0,139.0
356,Over,1.95,140.0,Indiana Hoosiers,Ohio State Buckeyes,FanDuel,2022-01-07T00:00:00Z,1.95,140.0
357,Under,1.87,140.0,Indiana Hoosiers,Ohio State Buckeyes,FanDuel,2022-01-07T00:00:00Z,1.87,140.0
358,Over,1.92,140.0,Indiana Hoosiers,Ohio State Buckeyes,GTbets,2022-01-07T00:00:00Z,1.92,140.0
359,Under,1.92,140.0,Indiana Hoosiers,Ohio State Buckeyes,GTbets,2022-01-07T00:00:00Z,1.92,140.0
360,Over,1.91,140.0,Indiana Hoosiers,Ohio State Buckeyes,MyBookie.ag,2022-01-07T00:00:00Z,1.91,140.0
361,Under,1.91,140.0,Indiana Hoosiers,Ohio State Buckeyes,MyBookie.ag,2022-01-07T00:00:00Z,1.91,140.0
362,Over,1.95,140.0,Indiana Hoosiers,Ohio State Buckeyes,PointsBet (US),2022-01-07T00:00:00Z,1.95,140.0
363,Under,1.87,140.0,Indiana Hoosiers,Ohio State Buckeyes,PointsBet (US),2022-01-07T00:00:00Z,1.87,140.0
364,Over,1.93,140.0,Indiana Hoosiers,Ohio State Buckeyes,SugarHouse,2022-01-07T00:00:00Z,1.93,140.0
365,Under,1.89,140.0,Indiana Hoosiers,Ohio State Buckeyes,SugarHouse,2022-01-07T00:00:00Z,1.89,140.0
366,Over,1.93,140.0,Indiana Hoosiers,Ohio State Buckeyes,TwinSpires,2022-01-07T00:00:00Z,1.93,140.0
367,Under,1.89,140.0,Indiana Hoosiers,Ohio State Buckeyes,TwinSpires,2022-01-07T00:00:00Z,1.89,140.0
368,Over,1.89,140.0,Indiana Hoosiers,Ohio State Buckeyes,Unibet,2022-01-07T00:00:00Z,1.89,140.0
369,Under,1.86,140.0,Indiana Hoosiers,Ohio State Buckeyes,Unibet,2022-01-07T00:00:00Z,1.86,140.0
370,Over,1.91,140.0,Indiana Hoosiers,Ohio State Buckeyes,William Hill (US),2022-01-07T00:00:00Z,1.91,140.0
371,Under,1.91,140.0,Indiana Hoosiers,Ohio State Buckeyes,William Hill (US),2022-01-07T00:00:00Z,1.91,140.0
372,Over,1.95,140.0,Indiana Hoosiers,Ohio State Buckeyes,WynnBET,2022-01-07T00:00:00Z,1.95,140.0
373,Under,1.87,140.0,Indiana Hoosiers,Ohio State Buckeyes,WynnBET,2022-01-07T00:00:00Z,1.87,140.0
374,Over,1.93,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,Barstool Sportsbook,2022-01-07T00:00:00Z,1.93,135.5
375,Under,1.88,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,Barstool Sportsbook,2022-01-07T00:00:00Z,1.88,135.5
376,Over,1.93,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,BetRivers,2022-01-07T00:00:00Z,1.93,135.5
377,Under,1.88,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,BetRivers,2022-01-07T00:00:00Z,1.88,135.5
378,Over,1.87,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,FanDuel,2022-01-07T00:00:00Z,1.87,135.5
379,Under,1.95,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,FanDuel,2022-01-07T00:00:00Z,1.95,135.5
380,Over,1.93,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,SugarHouse,2022-01-07T00:00:00Z,1.93,135.5
381,Under,1.88,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,SugarHouse,2022-01-07T00:00:00Z,1.88,135.5
382,Over,1.93,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,TwinSpires,2022-01-07T00:00:00Z,1.93,135.5
383,Under,1.88,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,TwinSpires,2022-01-07T00:00:00Z,1.88,135.5
384,Over,1.89,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,Unibet,2022-01-07T00:00:00Z,1.89,135.5
385,Under,1.85,135.5,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,Unibet,2022-01-07T00:00:00Z,1.85,135.5
386,Over,1.91,136.0,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,William Hill (US),2022-01-07T00:00:00Z,1.91,136.0
387,Under,1.91,136.0,LIU Brooklyn Blackbirds,Mt. St. Mary's Mountaineers,William Hill (US),2022-01-07T00:00:00Z,1.91,136.0
388,Over,1.89,145.0,Louisiana Ragin' Cajuns,Arkansas St Red Wolves,Unibet,2022-01-07T01:00:00Z,1.89,145.0
389,Under,1.85,145.0,Louisiana Ragin' Cajuns,Arkansas St Red Wolves,Unibet,2022-01-07T01:00:00Z,1.85,145.0
390,Over,1.91,145.0,Louisiana Ragin' Cajuns,Arkansas St Red Wolves,William Hill (US),2022-01-07T01:00:00Z,1.91,145.0
391,Under,1.91,145.0,Louisiana Ragin' Cajuns,Arkansas St Red Wolves,William Hill (US),2022-01-07T01:00:00Z,1.91,145.0
392,Over,1.91,150.0,Loyola (Chi) Ramblers,San Francisco Dons,Barstool Sportsbook,2022-01-06T19:05:42Z,1.83,164.5
393,Under,1.88,150.0,Loyola (Chi) Ramblers,San Francisco Dons,Barstool Sportsbook,2022-01-06T19:05:42Z,1.95,164.5
394,Over,2.0,149.5,Loyola (Chi) Ramblers,San Francisco Dons,BetMGM,2022-01-06T19:05:42Z,1.87,163.5
395,Under,1.8,149.5,Loyola (Chi) Ramblers,San Francisco Dons,BetMGM,2022-01-06T19:05:42Z,1.87,163.5
396,Over,1.83,148.5,Loyola (Chi) Ramblers,San Francisco Dons,Bovada,2022-01-06T19:05:42Z,1.8,164.5
397,Under,1.9,148.5,Loyola (Chi) Ramblers,San Francisco Dons,Bovada,2022-01-06T19:05:42Z,1.95,164.5
398,Over,1.93,149.5,Loyola (Chi) Ramblers,San Francisco Dons,FanDuel,2022-01-06T19:05:42Z,1.88,163.5
399,Under,1.85,149.5,Loyola (Chi) Ramblers,San Francisco Dons,FanDuel,2022-01-06T19:05:42Z,1.88,163.5
400,Over,1.91,133.0,Loyola (Chi) Ramblers,San Francisco Dons,MyBookie.ag,2022-01-06T19:05:42Z,1.87,164.5
401,Under,1.91,133.0,Loyola (Chi) Ramblers,San Francisco Dons,MyBookie.ag,2022-01-06T19:05:42Z,1.87,164.5
402,Over,1.0,149.5,Loyola (Chi) Ramblers,San Francisco Dons,PointsBet (US),2022-01-06T19:05:42Z,1.83,166.5
403,Under,1.0,149.5,Loyola (Chi) Ramblers,San Francisco Dons,PointsBet (US),2022-01-06T19:05:42Z,1.91,166.5
404,Over,1.91,150.0,Loyola (Chi) Ramblers,San Francisco Dons,SugarHouse,2022-01-06T19:05:42Z,1.88,154.0
405,Under,1.88,150.0,Loyola (Chi) Ramblers,San Francisco Dons,SugarHouse,2022-01-06T19:05:42Z,1.88,154.0
406,Over,1.91,150.0,Loyola (Chi) Ramblers,San Francisco Dons,TwinSpires,2022-01-06T19:05:42Z,1.95,153.5
407,Under,1.88,150.0,Loyola (Chi) Ramblers,San Francisco Dons,TwinSpires,2022-01-06T19:05:42Z,1.85,153.5
408,Over,1.91,150.0,Loyola (Chi) Ramblers,San Francisco Dons,Unibet,2022-01-06T19:05:42Z,1.92,158.5
409,Under,1.89,150.0,Loyola (Chi) Ramblers,San Francisco Dons,Unibet,2022-01-06T19:05:42Z,1.83,158.5
410,Over,1.87,151.5,Loyola (Chi) Ramblers,San Francisco Dons,William Hill (US),2022-01-06T19:05:42Z,1.83,153.5
411,Under,1.87,151.5,Loyola (Chi) Ramblers,San Francisco Dons,William Hill (US),2022-01-06T19:05:42Z,1.91,153.5
412,Over,1.91,160.5,Mcneese St Mcneese,New Orleans Privateers,Barstool Sportsbook,2022-01-06T19:30:00Z,1.88,154.0
413,Under,1.87,160.5,Mcneese St Mcneese,New Orleans Privateers,Barstool Sportsbook,2022-01-06T19:30:00Z,1.88,154.0
414,Over,1.85,160.5,Mcneese St Mcneese,New Orleans Privateers,FOX Bet,2022-01-06T19:30:00Z,1.88,154.0
415,Under,1.95,160.5,Mcneese St Mcneese,New Orleans Privateers,FOX Bet,2022-01-06T19:30:00Z,1.88,154.0
416,Over,1.92,158.5,Mcneese St Mcneese,New Orleans Privateers,MyBookie.ag,2022-01-06T19:30:00Z,1.89,154.0
417,Under,1.83,158.5,Mcneese St Mcneese,New Orleans Privateers,MyBookie.ag,2022-01-06T19:30:00Z,1.89,154.0
418,Over,1.87,159.5,Mcneese St Mcneese,New Orleans Privateers,PointsBet (US),2022-01-06T19:30:00Z,1.87,154.0
419,Under,1.87,159.5,Mcneese St Mcneese,New Orleans Privateers,PointsBet (US),2022-01-06T19:30:00Z,1.87,154.0
420,Over,1.91,160.5,Mcneese St Mcneese,New Orleans Privateers,SugarHouse,2022-01-06T19:30:00Z,1.93,144.0
421,Under,1.87,160.5,Mcneese St Mcneese,New Orleans Privateers,SugarHouse,2022-01-06T19:30:00Z,1.88,144.0
422,Over,1.91,160.5,Mcneese St Mcneese,New Orleans Privateers,TwinSpires,2022-01-06T19:30:00Z,1.91,144.5
423,Under,1.87,160.5,Mcneese St Mcneese,New Orleans Privateers,TwinSpires,2022-01-06T19:30:00Z,1.91,144.5
