,name,price,point,home_team,away_team,bookmakers.title,commence_time,price2,point2
424,Over,1.91,160.5,Mcneese St Mcneese,New Orleans Privateers,Unibet,2022-01-06T19:30:00Z,1.93,144.0
425,Under,1.87,160.5,Mcneese St Mcneese,New Orleans Privateers,Unibet,2022-01-06T19:30:00Z,1.88,144.0
426,Over,1.87,159.5,Mcneese St Mcneese,New Orleans Privateers,William Hill (US),2022-01-06T19:30:00Z,1.91,144.5
427,Under,1.87,159.5,Mcneese St Mcneese,New Orleans Privateers,William Hill (US),2022-01-06T19:30:00Z,1.91,144.5
428,Over,1.93,144.0,Nicholls St Colonels,Incarnate Word Cardinals,Barstool Sportsbook,2022-01-07T01:30:00Z,1.91,144.0
429,Under,1.88,144.0,Nicholls St Colonels,Incarnate Word Cardinals,Barstool Sportsbook,2022-01-07T01:30:00Z,1.91,144.0
430,Over,1.91,144.5,Nicholls St Colonels,Incarnate Word Cardinals,BetMGM,2022-01-07T01:30:00Z,1.91,144.5
431,Under,1.91,144.5,Nicholls St Colonels,Incarnate Word Cardinals,BetMGM,2022-01-07T01:30:00Z,1.91,144.5
432,Over,1.93,144.0,Nicholls St Colonels,Incarnate Word Cardinals,BetRivers,2022-01-07T01:30:00Z,1.92,144.5
433,Under,1.88,144.0,Nicholls St Colonels,Incarnate Word Cardinals,BetRivers,2022-01-07T01:30:00Z,1.92,144.5
434,Over,1.91,144.5,Nicholls St Colonels,Incarnate Word Cardinals,BetUS,2022-01-07T01:30:00Z,1.95,144.5
435,Under,1.91,144.5,Nicholls St Colonels,Incarnate Word Cardinals,BetUS,2022-01-07T01:30:00Z,1.87,144.5
436,Over,1.91,144.0,Nicholls St Colonels,Incarnate Word Cardinals,Bovada,2022-01-07T01:30:00Z,1.93,144.0
437,Under,1.91,144.0,Nicholls St Colonels,Incarnate Word Cardinals,Bovada,2022-01-07T01:30:00Z,1.88,144.0
438,Over,1.91,144.5,Nicholls St Colonels,Incarnate Word Cardinals,FanDuel,2022-01-07T01:30:00Z,1.93,144.0
439,Under,1.91,144.5,Nicholls St Colonels,Incarnate Word Cardinals,FanDuel,2022-01-07T01:30:00Z,1.88,144.0
440,Over,1.92,144.5,Nicholls St Colonels,Incarnate Word Cardinals,GTbets,2022-01-07T01:30:00Z,1.89,144.0
441,Under,1.92,144.5,Nicholls St Colonels,Incarnate Word Cardinals,GTbets,2022-01-07T01:30:00Z,1.85,144.0
442,Over,1.95,144.5,Nicholls St Colonels,Incarnate Word Cardinals,PointsBet (US),2022-01-07T01:30:00Z,1.91,144.5
443,Under,1.87,144.5,Nicholls St Colonels,Incarnate Word Cardinals,PointsBet (US),2022-01-07T01:30:00Z,1.91,144.5
444,Over,1.93,144.0,Nicholls St Colonels,Incarnate Word Cardinals,SugarHouse,2022-01-07T01:30:00Z,1.95,144.5
445,Under,1.88,144.0,Nicholls St Colonels,Incarnate Word Cardinals,SugarHouse,2022-01-07T01:30:00Z,1.87,144.5
446,Over,1.93,144.0,Nicholls St Colonels,Incarnate Word Cardinals,TwinSpires,2022-01-07T01:30:00Z,1.93,128.0
447,Under,1.88,144.0,Nicholls St Colonels,Incarnate Word Cardinals,TwinSpires,2022-01-07T01:30:00Z,1.88,128.0
448,Over,1.89,144.0,Nicholls St Colonels,Incarnate Word Cardinals,Unibet,2022-01-07T01:30:00Z,1.91,127.5
449,Under,1.85,144.0,Nicholls St Colonels,Incarnate Word Cardinals,Unibet,2022-01-07T01:30:00Z,1.91,127.5
450,Over,1.91,144.5,Nicholls St Colonels,Incarnate Word Cardinals,William Hill (US),2022-01-07T01:30:00Z,1.93,128.0
451,Under,1.91,144.5,Nicholls St Colonels,Incarnate Word Cardinals,William Hill (US),2022-01-07T01:30:00Z,1.88,128.0
452,Over,1.95,144.5,Nicholls St Colonels,Incarnate Word Cardinals,WynnBET,2022-01-07T01:30:00Z,1.91,127.5
453,Under,1.87,144.5,Nicholls St Colonels,Incarnate Word Cardinals,WynnBET,2022-01-07T01:30:00Z,1.91,127.5
454,Over,1.93,128.0,North Texas Mean Green,UAB Blazers,Barstool Sportsbook,2022-01-07T01:00:00Z,1.95,128.0
455,Under,1.88,128.0,North Texas Mean Green,UAB Blazers,Barstool Sportsbook,2022-01-07T01:00:00Z,1.87,128.0
456,Over,1.91,127.5,North Texas Mean Green,UAB Blazers,BetMGM,2022-01-07T01:00:00Z,1.91,127.5
457,Under,1.91,127.5,North Texas Mean Green,UAB Blazers,BetMGM,2022-01-07T01:00:00Z,1.91,127.5
458,Over,1.93,128.0,North Texas Mean Green,UAB Blazers,BetRivers,2022-01-07T01:00:00Z,1.91,127.5
459,Under,1.88,128.0,North Texas Mean Green,UAB Blazers,BetRivers,2022-01-07T01:00:00Z,1.91,127.5
460,Over,1.91,128.0,North Texas Mean Green,UAB Blazers,BetUS,2022-01-07T01:00:00Z,1.95,127.0
461,Under,1.91,128.0,North Texas Mean Green,UAB Blazers,BetUS,2022-01-07T01:00:00Z,1.87,127.0
462,Over,1.91,128.0,North Texas Mean Green,UAB Blazers,Bovada,2022-01-07T01:00:00Z,1.92,127.5
463,Under,1.91,128.0,North Texas Mean Green,UAB Blazers,Bovada,2022-01-07T01:00:00Z,1.92,127.5
464,Over,1.91,127.5,North Texas Mean Green,UAB Blazers,DraftKings,2022-01-07T01:00:00Z,1.91,126.0
465,Under,1.91,127.5,North Texas Mean Green,UAB Blazers,DraftKings,2022-01-07T01:00:00Z,1.91,126.0
466,Over,1.91,127.5,North Texas Mean Green,UAB Blazers,FOX Bet,2022-01-07T01:00:00Z,1.91,127.0
467,Under,1.91,127.5,North Texas Mean Green,UAB Blazers,FOX Bet,2022-01-07T01:00:00Z,1.91,127.0
468,Over,1.95,129.0,North Texas Mean Green,UAB Blazers,FanDuel,2022-01-07T01:00:00Z,1.93,128.0
469,Under,1.87,129.0,North Texas Mean Green,UAB Blazers,FanDuel,2022-01-07T01:00:00Z,1.88,128.0
470,Over,1.92,128.0,North Texas Mean Green,UAB Blazers,GTbets,2022-01-07T01:00:00Z,1.93,128.0
471,Under,1.92,128.0,North Texas Mean Green,UAB Blazers,GTbets,2022-01-07T01:00:00Z,1.88,128.0
472,Over,1.91,126.0,North Texas Mean Green,UAB Blazers,MyBookie.ag,2022-01-07T01:00:00Z,1.89,128.0
473,Under,1.91,126.0,North Texas Mean Green,UAB Blazers,MyBookie.ag,2022-01-07T01:00:00Z,1.85,128.0
474,Over,1.91,128.0,North Texas Mean Green,UAB Blazers,PointsBet (US),2022-01-07T01:00:00Z,1.91,127.5
475,Under,1.91,128.0,North Texas Mean Green,UAB Blazers,PointsBet (US),2022-01-07T01:00:00Z,1.91,127.5
476,Over,1.93,128.0,North Texas Mean Green,UAB Blazers,SugarHouse,2022-01-07T01:00:00Z,1.91,127.0
477,Under,1.88,128.0,North Texas Mean Green,UAB Blazers,SugarHouse,2022-01-07T01:00:00Z,1.91,127.0
478,Over,1.93,128.0,North Texas Mean Green,UAB Blazers,TwinSpires,2022-01-07T01:00:00Z,1.92,146.5
479,Under,1.88,128.0,North Texas Mean Green,UAB Blazers,TwinSpires,2022-01-07T01:00:00Z,1.89,146.5
480,Over,1.89,128.0,North Texas Mean Green,UAB Blazers,Unibet,2022-01-07T01:00:00Z,1.91,146.5
481,Under,1.85,128.0,North Texas Mean Green,UAB Blazers,Unibet,2022-01-07T01:00:00Z,1.91,146.5
482,Over,1.91,128.0,North Texas Mean Green,UAB Blazers,William Hill (US),2022-01-07T01:00:00Z,1.92,146.5
483,Under,1.91,128.0,North Texas Mean Green,UAB Blazers,William Hill (US),2022-01-07T01:00:00Z,1.89,146.5
484,Over,1.91,128.0,North Texas Mean Green,UAB Blazers,WynnBET,2022-01-07T01:00:00Z,1.91,146.5
485,Under,1.91,128.0,North Texas Mean Green,UAB Blazers,WynnBET,2022-01-07T01:00:00Z,1.91,146.5
486,Over,1.93,146.5,Omaha Mavericks,North Dakota Fighting Hawks,Barstool Sportsbook,2022-01-07T01:00:00Z,1.91,146.5
487,Under,1.89,146.5,Omaha Mavericks,North Dakota Fighting Hawks,Barstool Sportsbook,2022-01-07T01:00:00Z,1.91,146.5
488,Over,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,BetMGM,2022-01-07T01:00:00Z,1.87,146.5
489,Under,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,BetMGM,2022-01-07T01:00:00Z,1.95,146.5
490,Over,1.93,146.5,Omaha Mavericks,North Dakota Fighting Hawks,BetRivers,2022-01-07T01:00:00Z,1.91,147.0
491,Under,1.89,146.5,Omaha Mavericks,North Dakota Fighting Hawks,BetRivers,2022-01-07T01:00:00Z,1.91,147.0
492,Over,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,BetUS,2022-01-07T01:00:00Z,1.94,147.5
493,Under,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,BetUS,2022-01-07T01:00:00Z,1.88,147.5
494,Over,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,Bovada,2022-01-07T01:00:00Z,1.92,146.5
495,Under,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,Bovada,2022-01-07T01:00:00Z,1.92,146.5
496,Over,1.87,146.5,Omaha Mavericks,North Dakota Fighting Hawks,DraftKings,2022-01-07T01:00:00Z,1.91,146.5
497,Under,1.95,146.5,Omaha Mavericks,North Dakota Fighting Hawks,DraftKings,2022-01-07T01:00:00Z,1.91,146.5
498,Over,1.91,147.0,Omaha Mavericks,North Dakota Fighting Hawks,FOX Bet,2022-01-07T01:00:00Z,1.87,146.5
499,Under,1.91,147.0,Omaha Mavericks,North Dakota Fighting Hawks,FOX Bet,2022-01-07T01:00:00Z,1.95,146.5
500,Over,1.94,147.5,Omaha Mavericks,North Dakota Fighting Hawks,FanDuel,2022-01-07T01:00:00Z,1.92,146.5
501,Under,1.88,147.5,Omaha Mavericks,North Dakota Fighting Hawks,FanDuel,2022-01-07T01:00:00Z,1.89,146.5
502,Over,1.92,146.5,Omaha Mavericks,North Dakota Fighting Hawks,GTbets,2022-01-07T01:00:00Z,1.92,146.5
503,Under,1.92,146.5,Omaha Mavericks,North Dakota Fighting Hawks,GTbets,2022-01-07T01:00:00Z,1.89,146.5
504,Over,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,MyBookie.ag,2022-01-07T01:00:00Z,1.88,146.5
505,Under,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,MyBookie.ag,2022-01-07T01:00:00Z,1.86,146.5
506,Over,1.87,146.5,Omaha Mavericks,North Dakota Fighting Hawks,PointsBet (US),2022-01-07T01:00:00Z,1.91,146.5
507,Under,1.95,146.5,Omaha Mavericks,North Dakota Fighting Hawks,PointsBet (US),2022-01-07T01:00:00Z,1.91,146.5
508,Over,1.93,146.5,Omaha Mavericks,North Dakota Fighting Hawks,SugarHouse,2022-01-07T01:00:00Z,1.87,146.5
509,Under,1.89,146.5,Omaha Mavericks,North Dakota Fighting Hawks,SugarHouse,2022-01-07T01:00:00Z,1.95,146.5
510,Over,1.93,146.5,Omaha Mavericks,North Dakota Fighting Hawks,TwinSpires,2022-01-07T01:00:00Z,1.93,151.0
511,Under,1.89,146.5,Omaha Mavericks,North Dakota Fighting Hawks,TwinSpires,2022-01-07T01:00:00Z,1.89,151.0
512,Over,1.88,146.5,Omaha Mavericks,North Dakota Fighting Hawks,Unibet,2022-01-07T01:00:00Z,1.91,150.5
513,Under,1.86,146.5,Omaha Mavericks,North Dakota Fighting Hawks,Unibet,2022-01-07T01:00:00Z,1.91,150.5
514,Over,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,William Hill (US),2022-01-07T01:00:00Z,1.93,151.0
515,Under,1.91,146.5,Omaha Mavericks,North Dakota Fighting Hawks,William Hill (US),2022-01-07T01:00:00Z,1.89,151.0
516,Over,1.87,146.5,Omaha Mavericks,North Dakota Fighting Hawks,WynnBET,2022-01-07T01:00:00Z,1.91,150.5
517,Under,1.95,146.5,Omaha Mavericks,North Dakota Fighting Hawks,WynnBET,2022-01-07T01:00:00Z,1.91,150.5
518,Over,1.93,151.0,Rice Owls,Middle Tennessee Blue Raiders,Barstool Sportsbook,2022-01-07T01:00:00Z,1.91,151.0
519,Under,1.89,151.0,Rice Owls,Middle Tennessee Blue Raiders,Barstool Sportsbook,2022-01-07T01:00:00Z,1.91,151.0
520,Over,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,BetMGM,2022-01-07T01:00:00Z,1.83,149.5
521,Under,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,BetMGM,2022-01-07T01:00:00Z,2.0,149.5
522,Over,1.93,151.0,Rice Owls,Middle Tennessee Blue Raiders,BetRivers,2022-01-07T01:00:00Z,1.91,151.0
523,Under,1.89,151.0,Rice Owls,Middle Tennessee Blue Raiders,BetRivers,2022-01-07T01:00:00Z,1.91,151.0
524,Over,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,BetUS,2022-01-07T01:00:00Z,1.88,150.5
525,Under,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,BetUS,2022-01-07T01:00:00Z,1.94,150.5
526,Over,1.91,151.0,Rice Owls,Middle Tennessee Blue Raiders,Bovada,2022-01-07T01:00:00Z,1.92,150.5
527,Under,1.91,151.0,Rice Owls,Middle Tennessee Blue Raiders,Bovada,2022-01-07T01:00:00Z,1.92,150.5
528,Over,1.91,150.0,Rice Owls,Middle Tennessee Blue Raiders,DraftKings,2022-01-07T01:00:00Z,1.91,150.5
529,Under,1.91,150.0,Rice Owls,Middle Tennessee Blue Raiders,DraftKings,2022-01-07T01:00:00Z,1.91,150.5
530,Over,1.91,151.0,Rice Owls,Middle Tennessee Blue Raiders,FOX Bet,2022-01-07T01:00:00Z,1.91,150.5
531,Under,1.91,151.0,Rice Owls,Middle Tennessee Blue Raiders,FOX Bet,2022-01-07T01:00:00Z,1.91,150.5
532,Over,1.88,150.5,Rice Owls,Middle Tennessee Blue Raiders,FanDuel,2022-01-07T01:00:00Z,1.93,151.0
533,Under,1.94,150.5,Rice Owls,Middle Tennessee Blue Raiders,FanDuel,2022-01-07T01:00:00Z,1.89,151.0
534,Over,1.92,150.5,Rice Owls,Middle Tennessee Blue Raiders,GTbets,2022-01-07T01:00:00Z,1.93,151.0
535,Under,1.92,150.5,Rice Owls,Middle Tennessee Blue Raiders,GTbets,2022-01-07T01:00:00Z,1.89,151.0
536,Over,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,MyBookie.ag,2022-01-07T01:00:00Z,1.88,151.0
537,Under,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,MyBookie.ag,2022-01-07T01:00:00Z,1.86,151.0
538,Over,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,PointsBet (US),2022-01-07T01:00:00Z,1.91,151.0
539,Under,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,PointsBet (US),2022-01-07T01:00:00Z,1.91,151.0
540,Over,1.93,151.0,Rice Owls,Middle Tennessee Blue Raiders,SugarHouse,2022-01-07T01:00:00Z,1.91,150.5
541,Under,1.89,151.0,Rice Owls,Middle Tennessee Blue Raiders,SugarHouse,2022-01-07T01:00:00Z,1.91,150.5
542,Over,1.93,151.0,Rice Owls,Middle Tennessee Blue Raiders,TwinSpires,2022-01-07T01:00:00Z,1.89,134.0
543,Under,1.89,151.0,Rice Owls,Middle Tennessee Blue Raiders,TwinSpires,2022-01-07T01:00:00Z,1.93,134.0
544,Over,1.88,151.0,Rice Owls,Middle Tennessee Blue Raiders,Unibet,2022-01-07T01:00:00Z,1.91,134.5
545,Under,1.86,151.0,Rice Owls,Middle Tennessee Blue Raiders,Unibet,2022-01-07T01:00:00Z,1.91,134.5
546,Over,1.91,151.0,Rice Owls,Middle Tennessee Blue Raiders,William Hill (US),2022-01-07T01:00:00Z,1.89,134.0
547,Under,1.91,151.0,Rice Owls,Middle Tennessee Blue Raiders,William Hill (US),2022-01-07T01:00:00Z,1.93,134.0
548,Over,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,WynnBET,2022-01-07T01:00:00Z,1.91,134.5
549,Under,1.91,150.5,Rice Owls,Middle Tennessee Blue Raiders,WynnBET,2022-01-07T01:00:00Z,1.91,134.5
550,Over,1.89,134.0,South Alabama Jaguars,Appalachian St Mountaineers,Barstool Sportsbook,2022-01-07T01:00:00Z,1.91,134.0
551,Under,1.93,134.0,South Alabama Jaguars,Appalachian St Mountaineers,Barstool Sportsbook,2022-01-07T01:00:00Z,1.91,134.0
552,Over,1.91,134.5,South Alabama Jaguars,Appalachian St Mountaineers,BetMGM,2022-01-07T01:00:00Z,1.95,134.0
553,Under,1.91,134.5,South Alabama Jaguars,Appalachian St Mountaineers,BetMGM,2022-01-07T01:00:00Z,1.87,134.0
554,Over,1.89,134.0,South Alabama Jaguars,Appalachian St Mountaineers,BetRivers,2022-01-07T01:00:00Z,1.89,133.5
555,Under,1.93,134.0,South Alabama Jaguars,Appalachian St Mountaineers,BetRivers,2022-01-07T01:00:00Z,1.93,133.5
556,Over,1.91,134.5,South Alabama Jaguars,Appalachian St Mountaineers,BetUS,2022-01-07T01:00:00Z,1.92,134.0
557,Under,1.91,134.5,South Alabama Jaguars,Appalachian St Mountaineers,BetUS,2022-01-07T01:00:00Z,1.92,134.0
558,Over,1.91,134.0,South Alabama Jaguars,Appalachian St Mountaineers,Bovada,2022-01-07T01:00:00Z,1.91,134.0
559,Under,1.91,134.0,South Alabama Jaguars,Appalachian St Mountaineers,Bovada,2022-01-07T01:00:00Z,1.91,134.0
560,Over,1.95,134.0,South Alabama Jaguars,Appalachian St Mountaineers,DraftKings,2022-01-07T01:00:00Z,1.91,134.5
561,Under,1.87,134.0,South Alabama Jaguars,Appalachian St Mountaineers,DraftKings,2022-01-07T01:00:00Z,1.91,134.5
562,Over,1.89,133.5,South Alabama Jaguars,Appalachian St Mountaineers,FanDuel,2022-01-07T01:00:00Z,1.89,134.0
563,Under,1.93,133.5,South Alabama Jaguars,Appalachian St Mountaineers,FanDuel,2022-01-07T01:00:00Z,1.93,134.0
564,Over,1.92,134.0,South Alabama Jaguars,Appalachian St Mountaineers,GTbets,2022-01-07T01:00:00Z,1.89,134.0
565,Under,1.92,134.0,South Alabama Jaguars,Appalachian St Mountaineers,GTbets,2022-01-07T01:00:00Z,1.93,134.0
566,Over,1.91,134.0,South Alabama Jaguars,Appalachian St Mountaineers,MyBookie.ag,2022-01-07T01:00:00Z,1.85,134.0
567,Under,1.91,134.0,South Alabama Jaguars,Appalachian St Mountaineers,MyBookie.ag,2022-01-07T01:00:00Z,1.89,134.0
568,Over,1.91,134.5,South Alabama Jaguars,Appalachian St Mountaineers,PointsBet (US),2022-01-07T01:00:00Z,1.91,134.0
569,Under,1.91,134.5,South Alabama Jaguars,Appalachian St Mountaineers,PointsBet (US),2022-01-07T01:00:00Z,1.91,134.0
570,Over,1.89,134.0,South Alabama Jaguars,Appalachian St Mountaineers,SugarHouse,2022-01-07T01:00:00Z,1.91,134.5
571,Under,1.93,134.0,South Alabama Jaguars,Appalachian St Mountaineers,SugarHouse,2022-01-07T01:00:00Z,1.91,134.5
572,Over,1.89,134.0,South Alabama Jaguars,Appalachian St Mountaineers,TwinSpires,2022-01-07T01:00:00Z,1.93,133.0
573,Under,1.93,134.0,South Alabama Jaguars,Appalachian St Mountaineers,TwinSpires,2022-01-07T01:00:00Z,1.88,133.0
574,Over,1.85,134.0,South Alabama Jaguars,Appalachian St Mountaineers,Unibet,2022-01-07T01:00:00Z,1.91,132.5
575,Under,1.89,134.0,South Alabama Jaguars,Appalachian St Mountaineers,Unibet,2022-01-07T01:00:00Z,1.91,132.5
576,Over,1.91,134.0,South Alabama Jaguars,Appalachian St Mountaineers,William Hill (US),2022-01-07T01:00:00Z,1.93,133.0
577,Under,1.91,134.0,South Alabama Jaguars,Appalachian St Mountaineers,William Hill (US),2022-01-07T01:00:00Z,1.88,133.0
578,Over,1.91,134.5,South Alabama Jaguars,Appalachian St Mountaineers,WynnBET,2022-01-07T01:00:00Z,1.91,132.5
579,Under,1.91,134.5,South Alabama Jaguars,Appalachian St Mountaineers,WynnBET,2022-01-07T01:00:00Z,1.91,132.5
580,Over,1.93,133.0,South Carolina Upstate Spartans,Radford Highlanders,Barstool Sportsbook,2022-01-06T21:00:00Z,1.91,133.5
581,Under,1.88,133.0,South Carolina Upstate Spartans,Radford Highlanders,Barstool Sportsbook,2022-01-06T21:00:00Z,1.91,133.5
582,Over,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,BetMGM,2022-01-06T21:00:00Z,1.95,133.0
583,Under,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,BetMGM,2022-01-06T21:00:00Z,1.87,133.0
584,Over,1.93,133.0,South Carolina Upstate Spartans,Radford Highlanders,BetRivers,2022-01-06T21:00:00Z,1.91,132.5
585,Under,1.88,133.0,South Carolina Upstate Spartans,Radford Highlanders,BetRivers,2022-01-06T21:00:00Z,1.91,132.5
586,Over,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,BetUS,2022-01-06T21:00:00Z,1.92,132.5
587,Under,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,BetUS,2022-01-06T21:00:00Z,1.92,132.5
588,Over,1.91,133.5,South Carolina Upstate Spartans,Radford Highlanders,Bovada,2022-01-06T21:00:00Z,1.91,132.5
589,Under,1.91,133.5,South Carolina Upstate Spartans,Radford Highlanders,Bovada,2022-01-06T21:00:00Z,1.91,132.5
590,Over,1.87,132.0,South Carolina Upstate Spartans,Radford Highlanders,DraftKings,2022-01-06T21:00:00Z,1.93,133.0
591,Under,1.95,132.0,South Carolina Upstate Spartans,Radford Highlanders,DraftKings,2022-01-06T21:00:00Z,1.88,133.0
592,Over,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,FanDuel,2022-01-06T21:00:00Z,1.93,133.0
593,Under,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,FanDuel,2022-01-06T21:00:00Z,1.88,133.0
594,Over,1.92,132.5,South Carolina Upstate Spartans,Radford Highlanders,GTbets,2022-01-06T21:00:00Z,1.89,133.0
595,Under,1.92,132.5,South Carolina Upstate Spartans,Radford Highlanders,GTbets,2022-01-06T21:00:00Z,1.85,133.0
596,Over,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,PointsBet (US),2022-01-06T21:00:00Z,1.91,132.5
597,Under,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,PointsBet (US),2022-01-06T21:00:00Z,1.91,132.5
598,Over,1.93,133.0,South Carolina Upstate Spartans,Radford Highlanders,SugarHouse,2022-01-06T21:00:00Z,1.91,132.5
599,Under,1.88,133.0,South Carolina Upstate Spartans,Radford Highlanders,SugarHouse,2022-01-06T21:00:00Z,1.91,132.5
600,Over,1.93,133.0,South Carolina Upstate Spartans,Radford Highlanders,TwinSpires,2022-01-06T21:00:00Z,1.93,141.0
601,Under,1.88,133.0,South Carolina Upstate Spartans,Radford Highlanders,TwinSpires,2022-01-06T21:00:00Z,1.89,141.0
602,Over,1.89,133.0,South Carolina Upstate Spartans,Radford Highlanders,Unibet,2022-01-06T21:00:00Z,1.91,141.5
603,Under,1.85,133.0,South Carolina Upstate Spartans,Radford Highlanders,Unibet,2022-01-06T21:00:00Z,1.91,141.5
604,Over,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,William Hill (US),2022-01-06T21:00:00Z,1.93,141.0
605,Under,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,William Hill (US),2022-01-06T21:00:00Z,1.89,141.0
606,Over,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,WynnBET,2022-01-06T21:00:00Z,1.91,141.0
607,Under,1.91,132.5,South Carolina Upstate Spartans,Radford Highlanders,WynnBET,2022-01-06T21:00:00Z,1.91,141.0
608,Over,1.93,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,Barstool Sportsbook,2022-01-07T00:00:00Z,1.95,141.5
609,Under,1.89,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,Barstool Sportsbook,2022-01-07T00:00:00Z,1.87,141.5
610,Over,1.91,141.5,St. Francis BKN Terriers,St. Francis (PA) Red Flash,BetMGM,2022-01-07T00:00:00Z,1.91,140.5
611,Under,1.91,141.5,St. Francis BKN Terriers,St. Francis (PA) Red Flash,BetMGM,2022-01-07T00:00:00Z,1.91,140.5
612,Over,1.93,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,BetRivers,2022-01-07T00:00:00Z,1.91,141.0
613,Under,1.89,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,BetRivers,2022-01-07T00:00:00Z,1.91,141.0
614,Over,1.91,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,BetUS,2022-01-07T00:00:00Z,1.93,141.0
615,Under,1.91,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,BetUS,2022-01-07T00:00:00Z,1.89,141.0
616,Over,1.95,141.5,St. Francis BKN Terriers,St. Francis (PA) Red Flash,Bovada,2022-01-07T00:00:00Z,1.93,141.0
617,Under,1.87,141.5,St. Francis BKN Terriers,St. Francis (PA) Red Flash,Bovada,2022-01-07T00:00:00Z,1.89,141.0
618,Over,1.91,140.5,St. Francis BKN Terriers,St. Francis (PA) Red Flash,FanDuel,2022-01-07T00:00:00Z,1.88,141.0
619,Under,1.91,140.5,St. Francis BKN Terriers,St. Francis (PA) Red Flash,FanDuel,2022-01-07T00:00:00Z,1.86,141.0
620,Over,1.91,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,PointsBet (US),2022-01-07T00:00:00Z,1.91,141.5
621,Under,1.91,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,PointsBet (US),2022-01-07T00:00:00Z,1.91,141.5
622,Over,1.93,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,SugarHouse,2022-01-07T00:00:00Z,1.91,141.0
623,Under,1.89,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,SugarHouse,2022-01-07T00:00:00Z,1.91,141.0
624,Over,1.93,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,TwinSpires,2022-01-07T00:00:00Z,1.93,144.5
625,Under,1.89,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,TwinSpires,2022-01-07T00:00:00Z,1.88,144.5
626,Over,1.88,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,Unibet,2022-01-07T00:00:00Z,1.91,144.5
627,Under,1.86,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,Unibet,2022-01-07T00:00:00Z,1.91,144.5
628,Over,1.91,141.5,St. Francis BKN Terriers,St. Francis (PA) Red Flash,William Hill (US),2022-01-07T00:00:00Z,1.93,144.5
629,Under,1.91,141.5,St. Francis BKN Terriers,St. Francis (PA) Red Flash,William Hill (US),2022-01-07T00:00:00Z,1.88,144.5
630,Over,1.91,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,WynnBET,2022-01-07T00:00:00Z,1.87,144.5
631,Under,1.91,141.0,St. Francis BKN Terriers,St. Francis (PA) Red Flash,WynnBET,2022-01-07T00:00:00Z,1.95,144.5
632,Over,1.93,144.5,Tennessee St Tigers,Tenn-Martin Skyhawks,Barstool Sportsbook,2022-01-07T00:00:00Z,1.91,145.0
633,Under,1.88,144.5,Tennessee St Tigers,Tenn-Martin Skyhawks,Barstool Sportsbook,2022-01-07T00:00:00Z,1.91,145.0
634,Over,1.91,144.5,Tennessee St Tigers,Tenn-Martin Skyhawks,BetMGM,2022-01-07T00:00:00Z,1.88,144.5
635,Under,1.91,144.5,Tennessee St Tigers,Tenn-Martin Skyhawks,BetMGM,2022-01-07T00:00:00Z,1.94,144.5
