,name,price,point,home_team,away_team,bookmakers.title,commence_time,price1,point1,price2,point2
194,Over,1.91,218.5,Philadelphia 76ers,San Antonio Spurs,BetMGM,2022-01-08T00:10:00Z,1.91,218.5,1.91,218.5
195,Under,1.91,218.5,Philadelphia 76ers,San Antonio Spurs,BetMGM,2022-01-08T00:10:00Z,1.91,218.5,1.91,218.5
196,Over,1.9,217.0,Philadelphia 76ers,San Antonio Spurs,BetOnline.ag,2022-01-08T00:10:00Z,1.9,218.0,1.9,218.0
197,Under,1.9,217.0,Philadelphia 76ers,San Antonio Spurs,BetOnline.ag,2022-01-08T00:10:00Z,1.9,218.0,1.9,218.0
198,Over,1.89,217.0,Philadelphia 76ers,San Antonio Spurs,BetRivers,2022-01-08T00:10:00Z,1.89,217.5,1.88,218.0
199,Under,1.92,217.0,Philadelphia 76ers,San Antonio Spurs,BetRivers,2022-01-08T00:10:00Z,1.92,217.5,1.92,218.0
200,Over,1.91,217.5,Philadelphia 76ers,San Antonio Spurs,BetUS,2022-01-08T00:10:00Z,1.91,218.0,1.91,218.0
201,Under,1.91,217.5,Philadelphia 76ers,San Antonio Spurs,BetUS,2022-01-08T00:10:00Z,1.91,218.0,1.91,218.0
202,Over,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,Bovada,2022-01-08T00:10:00Z,1.91,218.5,1.91,218.0
203,Under,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,Bovada,2022-01-08T00:10:00Z,1.91,218.5,1.91,218.0
204,Over,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,DraftKings,2022-01-08T00:10:00Z,1.91,217.5,1.91,217.5
205,Under,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,DraftKings,2022-01-08T00:10:00Z,1.91,217.5,1.91,217.5
206,Over,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,FOX Bet,2022-01-08T00:10:00Z,1.91,217.0,1.91,218.0
207,Under,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,FOX Bet,2022-01-08T00:10:00Z,1.91,217.0,1.91,218.0
208,Over,1.89,217.0,Philadelphia 76ers,San Antonio Spurs,FanDuel,2022-01-08T00:10:00Z,1.91,217.5,1.91,217.5
209,Under,1.93,217.0,Philadelphia 76ers,San Antonio Spurs,FanDuel,2022-01-08T00:10:00Z,1.91,217.5,1.91,217.5
210,Over,1.92,217.0,Philadelphia 76ers,San Antonio Spurs,GTbets,2022-01-08T00:10:00Z,1.92,218.0,1.92,218.0
211,Under,1.92,217.0,Philadelphia 76ers,San Antonio Spurs,GTbets,2022-01-08T00:10:00Z,1.92,218.0,1.92,218.0
212,Over,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,MyBookie.ag,2022-01-08T00:10:00Z,1.91,217.0,1.91,218.0
213,Under,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,MyBookie.ag,2022-01-08T00:10:00Z,1.91,217.0,1.91,218.0
214,Over,1.89,217.0,Philadelphia 76ers,San Antonio Spurs,SugarHouse,2022-01-08T00:10:00Z,1.89,217.5,1.88,218.0
215,Under,1.92,217.0,Philadelphia 76ers,San Antonio Spurs,SugarHouse,2022-01-08T00:10:00Z,1.92,217.5,1.92,218.0
216,Over,1.89,217.0,Philadelphia 76ers,San Antonio Spurs,TwinSpires,2022-01-08T00:10:00Z,1.89,217.5,1.88,218.0
217,Under,1.92,217.0,Philadelphia 76ers,San Antonio Spurs,TwinSpires,2022-01-08T00:10:00Z,1.92,217.5,1.92,218.0
218,Over,1.9,217.0,Philadelphia 76ers,San Antonio Spurs,Unibet,2022-01-08T00:10:00Z,1.9,217.5,1.89,218.0
219,Under,1.92,217.0,Philadelphia 76ers,San Antonio Spurs,Unibet,2022-01-08T00:10:00Z,1.92,217.5,1.92,218.0
220,Over,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,William Hill (US),2022-01-08T00:10:00Z,1.91,218.0,1.91,218.0
221,Under,1.91,217.0,Philadelphia 76ers,San Antonio Spurs,William Hill (US),2022-01-08T00:10:00Z,1.91,218.0,1.91,218.0
222,Over,1.91,217.5,Philadelphia 76ers,San Antonio Spurs,WynnBET,2022-01-08T00:10:00Z,1.91,217.5,1.91,217.5
223,Under,1.91,217.5,Philadelphia 76ers,San Antonio Spurs,WynnBET,2022-01-08T00:10:00Z,1.91,217.5,1.91,217.5
224,Over,1.89,216.0,Portland Trail Blazers,Cleveland Cavaliers,Barstool Sportsbook,2022-01-08T03:10:00Z,1.89,217.0,1.89,217.0
225,Under,1.92,216.0,Portland Trail Blazers,Cleveland Cavaliers,Barstool Sportsbook,2022-01-08T03:10:00Z,1.92,217.0,1.92,217.0
226,Over,1.91,215.5,Portland Trail Blazers,Cleveland Cavaliers,BetMGM,2022-01-08T03:10:00Z,1.91,217.5,1.91,216.5
227,Under,1.91,215.5,Portland Trail Blazers,Cleveland Cavaliers,BetMGM,2022-01-08T03:10:00Z,1.91,217.5,1.91,216.5
228,Over,1.9,215.0,Portland Trail Blazers,Cleveland Cavaliers,BetOnline.ag,2022-01-08T03:10:00Z,1.9,217.0,1.9,216.0
229,Under,1.9,215.0,Portland Trail Blazers,Cleveland Cavaliers,BetOnline.ag,2022-01-08T03:10:00Z,1.9,217.0,1.9,216.0
230,Over,1.89,216.0,Portland Trail Blazers,Cleveland Cavaliers,BetRivers,2022-01-08T03:10:00Z,1.89,217.0,1.89,217.0
231,Under,1.92,216.0,Portland Trail Blazers,Cleveland Cavaliers,BetRivers,2022-01-08T03:10:00Z,1.92,217.0,1.92,217.0
232,Over,1.91,215.5,Portland Trail Blazers,Cleveland Cavaliers,BetUS,2022-01-08T03:10:00Z,1.91,217.0,1.91,216.5
233,Under,1.91,215.5,Portland Trail Blazers,Cleveland Cavaliers,BetUS,2022-01-08T03:10:00Z,1.91,217.0,1.91,216.5
234,Over,1.95,215.5,Portland Trail Blazers,Cleveland Cavaliers,Bovada,2022-01-08T03:10:00Z,1.91,217.0,1.91,216.0
235,Under,1.87,215.5,Portland Trail Blazers,Cleveland Cavaliers,Bovada,2022-01-08T03:10:00Z,1.91,217.0,1.91,216.0
236,Over,1.91,215.5,Portland Trail Blazers,Cleveland Cavaliers,DraftKings,2022-01-08T03:10:00Z,1.91,217.5,1.91,216.5
237,Under,1.91,215.5,Portland Trail Blazers,Cleveland Cavaliers,DraftKings,2022-01-08T03:10:00Z,1.91,217.5,1.91,216.5
238,Over,1.91,216.0,Portland Trail Blazers,Cleveland Cavaliers,FOX Bet,2022-01-08T03:10:00Z,1.91,217.0,1.91,216.5
239,Under,1.91,216.0,Portland Trail Blazers,Cleveland Cavaliers,FOX Bet,2022-01-08T03:10:00Z,1.91,217.0,1.91,216.5
240,Over,1.89,214.5,Portland Trail Blazers,Cleveland Cavaliers,FanDuel,2022-01-08T03:10:00Z,1.91,216.5,1.89,216.0
241,Under,1.93,214.5,Portland Trail Blazers,Cleveland Cavaliers,FanDuel,2022-01-08T03:10:00Z,1.91,216.5,1.93,216.0
242,Over,1.92,215.5,Portland Trail Blazers,Cleveland Cavaliers,GTbets,2022-01-08T03:10:00Z,1.92,217.0,1.92,216.0
243,Under,1.92,215.5,Portland Trail Blazers,Cleveland Cavaliers,GTbets,2022-01-08T03:10:00Z,1.92,217.0,1.92,216.0
244,Over,1.91,216.0,Portland Trail Blazers,Cleveland Cavaliers,MyBookie.ag,2022-01-08T03:10:00Z,1.91,215.5,1.91,217.0
245,Under,1.91,216.0,Portland Trail Blazers,Cleveland Cavaliers,MyBookie.ag,2022-01-08T03:10:00Z,1.91,215.5,1.91,217.0
246,Over,1.89,216.0,Portland Trail Blazers,Cleveland Cavaliers,SugarHouse,2022-01-08T03:10:00Z,1.89,217.0,1.89,217.0
247,Under,1.92,216.0,Portland Trail Blazers,Cleveland Cavaliers,SugarHouse,2022-01-08T03:10:00Z,1.92,217.0,1.92,217.0
248,Over,1.89,216.0,Portland Trail Blazers,Cleveland Cavaliers,TwinSpires,2022-01-08T03:10:00Z,1.89,217.0,1.89,217.0
249,Under,1.92,216.0,Portland Trail Blazers,Cleveland Cavaliers,TwinSpires,2022-01-08T03:10:00Z,1.92,217.0,1.92,217.0
250,Over,1.9,216.0,Portland Trail Blazers,Cleveland Cavaliers,Unibet,2022-01-08T03:10:00Z,1.9,217.0,1.9,217.0
251,Under,1.92,216.0,Portland Trail Blazers,Cleveland Cavaliers,Unibet,2022-01-08T03:10:00Z,1.92,217.0,1.92,217.0
252,Over,1.91,215.5,Portland Trail Blazers,Cleveland Cavaliers,William Hill (US),2022-01-08T03:10:00Z,1.91,217.0,1.91,216.0
253,Under,1.91,215.5,Portland Trail Blazers,Cleveland Cavaliers,William Hill (US),2022-01-08T03:10:00Z,1.91,217.0,1.91,216.0
254,Over,1.91,216.5,Portland Trail Blazers,Cleveland Cavaliers,WynnBET,2022-01-08T03:10:00Z,1.91,217.0,1.91,216.5
255,Under,1.91,216.5,Portland Trail Blazers,Cleveland Cavaliers,WynnBET,2022-01-08T03:10:00Z,1.91,217.0,1.91,216.5
256,Over,1.92,221.5,Toronto Raptors,Utah Jazz,Barstool Sportsbook,2022-01-08T00:40:00Z,1.92,221.5,1.92,221.5
257,Under,1.89,221.5,Toronto Raptors,Utah Jazz,Barstool Sportsbook,2022-01-08T00:40:00Z,1.89,221.5,1.89,221.5
258,Over,1.91,222.5,Toronto Raptors,Utah Jazz,BetMGM,2022-01-08T00:40:00Z,1.91,220.5,1.91,221.5
259,Under,1.91,222.5,Toronto Raptors,Utah Jazz,BetMGM,2022-01-08T00:40:00Z,1.91,220.5,1.91,221.5
260,Over,1.9,220.5,Toronto Raptors,Utah Jazz,BetOnline.ag,2022-01-08T00:40:00Z,1.9,221.0,1.9,221.5
261,Under,1.9,220.5,Toronto Raptors,Utah Jazz,BetOnline.ag,2022-01-08T00:40:00Z,1.9,221.0,1.9,221.5
262,Over,1.92,221.5,Toronto Raptors,Utah Jazz,BetRivers,2022-01-08T00:40:00Z,1.92,221.5,1.92,221.5
263,Under,1.89,221.5,Toronto Raptors,Utah Jazz,BetRivers,2022-01-08T00:40:00Z,1.89,221.5,1.89,221.5
264,Over,1.91,220.5,Toronto Raptors,Utah Jazz,BetUS,2022-01-08T00:40:00Z,1.91,221.0,1.91,221.5
265,Under,1.91,220.5,Toronto Raptors,Utah Jazz,BetUS,2022-01-08T00:40:00Z,1.91,221.0,1.91,221.5
266,Over,1.91,221.0,Toronto Raptors,Utah Jazz,Bovada,2022-01-08T00:40:00Z,1.91,221.0,1.91,221.5
267,Under,1.91,221.0,Toronto Raptors,Utah Jazz,Bovada,2022-01-08T00:40:00Z,1.91,221.0,1.91,221.5
268,Over,1.91,220.5,Toronto Raptors,Utah Jazz,DraftKings,2022-01-08T00:40:00Z,1.91,221.0,1.95,222.0
269,Under,1.91,220.5,Toronto Raptors,Utah Jazz,DraftKings,2022-01-08T00:40:00Z,1.91,221.0,1.87,222.0
270,Over,2.0,221.5,Toronto Raptors,Utah Jazz,FOX Bet,2022-01-08T00:40:00Z,2.0,221.5,2.0,221.5
271,Under,1.85,221.5,Toronto Raptors,Utah Jazz,FOX Bet,2022-01-08T00:40:00Z,1.85,221.5,1.85,221.5
272,Over,1.91,220.0,Toronto Raptors,Utah Jazz,FanDuel,2022-01-08T00:40:00Z,1.91,221.0,1.89,221.5
273,Under,1.91,220.0,Toronto Raptors,Utah Jazz,FanDuel,2022-01-08T00:40:00Z,1.91,221.0,1.93,221.5
274,Over,1.92,221.0,Toronto Raptors,Utah Jazz,GTbets,2022-01-08T00:40:00Z,1.92,221.0,1.92,221.5
275,Under,1.92,221.0,Toronto Raptors,Utah Jazz,GTbets,2022-01-08T00:40:00Z,1.92,221.0,1.92,221.5
276,Over,1.91,222.0,Toronto Raptors,Utah Jazz,MyBookie.ag,2022-01-08T00:40:00Z,1.91,222.0,1.91,221.0
277,Under,1.91,222.0,Toronto Raptors,Utah Jazz,MyBookie.ag,2022-01-08T00:40:00Z,1.91,222.0,1.91,221.0
278,Over,1.92,221.5,Toronto Raptors,Utah Jazz,SugarHouse,2022-01-08T00:40:00Z,1.92,221.5,1.92,221.5
279,Under,1.89,221.5,Toronto Raptors,Utah Jazz,SugarHouse,2022-01-08T00:40:00Z,1.89,221.5,1.89,221.5
280,Over,1.92,221.5,Toronto Raptors,Utah Jazz,TwinSpires,2022-01-08T00:40:00Z,1.92,221.5,1.92,221.5
281,Under,1.89,221.5,Toronto Raptors,Utah Jazz,TwinSpires,2022-01-08T00:40:00Z,1.89,221.5,1.89,221.5
282,Over,1.92,221.5,Toronto Raptors,Utah Jazz,Unibet,2022-01-08T00:40:00Z,1.92,221.5,1.92,221.5
283,Under,1.9,221.5,Toronto Raptors,Utah Jazz,Unibet,2022-01-08T00:40:00Z,1.9,221.5,1.9,221.5
284,Over,1.91,221.0,Toronto Raptors,Utah Jazz,William Hill (US),2022-01-08T00:40:00Z,1.91,221.0,1.91,221.5
285,Under,1.91,221.0,Toronto Raptors,Utah Jazz,William Hill (US),2022-01-08T00:40:00Z,1.91,221.0,1.91,221.5
286,Over,1.91,221.5,Toronto Raptors,Utah Jazz,WynnBET,2022-01-08T00:40:00Z,1.91,221.5,1.91,221.5
287,Under,1.91,221.5,Toronto Raptors,Utah Jazz,WynnBET,2022-01-08T00:40:00Z,1.91,221.5,1.91,221.5
