,name,price,point,home_team,away_team,bookmakers.title,commence_time
261,Under,1.9,215.5,Washington Wizards,Orlando Magic,BetOnline.ag,2022-01-13T00:10:00Z
262,Over,1.92,215.5,Washington Wizards,Orlando Magic,BetRivers,2022-01-13T00:10:00Z
263,Under,1.89,215.5,Washington Wizards,Orlando Magic,BetRivers,2022-01-13T00:10:00Z
264,Over,1.91,215.5,Washington Wizards,Orlando Magic,BetUS,2022-01-13T00:10:00Z
265,Under,1.91,215.5,Washington Wizards,Orlando Magic,BetUS,2022-01-13T00:10:00Z
266,Over,1.91,215.5,Washington Wizards,Orlando Magic,Bovada,2022-01-13T00:10:00Z
267,Under,1.91,215.5,Washington Wizards,Orlando Magic,Bovada,2022-01-13T00:10:00Z
268,Over,1.91,215.5,Washington Wizards,Orlando Magic,DraftKings,2022-01-13T00:10:00Z
269,Under,1.91,215.5,Washington Wizards,Orlando Magic,DraftKings,2022-01-13T00:10:00Z
270,Over,1.91,216.0,Washington Wizards,Orlando Magic,FOX Bet,2022-01-13T00:10:00Z
271,Under,1.91,216.0,Washington Wizards,Orlando Magic,FOX Bet,2022-01-13T00:10:00Z
272,Over,1.91,215.5,Washington Wizards,Orlando Magic,FanDuel,2022-01-13T00:10:00Z
273,Under,1.91,215.5,Washington Wizards,Orlando Magic,FanDuel,2022-01-13T00:10:00Z
274,Over,1.92,215.5,Washington Wizards,Orlando Magic,GTbets,2022-01-13T00:10:00Z
275,Under,1.92,215.5,Washington Wizards,Orlando Magic,GTbets,2022-01-13T00:10:00Z
276,Over,1.95,215.5,Washington Wizards,Orlando Magic,LowVig.ag,2022-01-13T00:10:00Z
277,Under,1.95,215.5,Washington Wizards,Orlando Magic,LowVig.ag,2022-01-13T00:10:00Z
278,Over,1.92,215.5,Washington Wizards,Orlando Magic,SugarHouse,2022-01-13T00:10:00Z
279,Under,1.89,215.5,Washington Wizards,Orlando Magic,SugarHouse,2022-01-13T00:10:00Z
280,Over,1.92,215.5,Washington Wizards,Orlando Magic,TwinSpires,2022-01-13T00:10:00Z
281,Under,1.89,215.5,Washington Wizards,Orlando Magic,TwinSpires,2022-01-13T00:10:00Z
282,Over,1.92,215.5,Washington Wizards,Orlando Magic,Unibet,2022-01-13T00:10:00Z
283,Under,1.9,215.5,Washington Wizards,Orlando Magic,Unibet,2022-01-13T00:10:00Z
284,Over,1.91,215.5,Washington Wizards,Orlando Magic,William Hill (US),2022-01-13T00:10:00Z
285,Under,1.91,215.5,Washington Wizards,Orlando Magic,William Hill (US),2022-01-13T00:10:00Z
286,Over,1.91,216.0,Washington Wizards,Orlando Magic,WynnBET,2022-01-13T00:10:00Z
287,Under,1.91,216.0,Washington Wizards,Orlando Magic,WynnBET,2022-01-13T00:10:00Z
