,name,price,point,home_team,away_team,bookmakers.title,commence_time,price1,point1,price2,point2
193,Under,1.91,138.0,Holy Cross Crusaders,Lafayette Leopards,Bovada,2022-01-08T00:00:00Z,1.91,139.0,1.95,139.0
194,Over,1.91,138.0,Holy Cross Crusaders,Lafayette Leopards,DraftKings,2022-01-08T00:00:00Z,1.93,136.5,1.93,136.5
195,Under,1.91,138.0,Holy Cross Crusaders,Lafayette Leopards,DraftKings,2022-01-08T00:00:00Z,1.88,136.5,1.88,136.5
196,Over,1.91,138.5,Holy Cross Crusaders,Lafayette Leopards,FOX Bet,2022-01-08T00:00:00Z,1.91,136.5,1.91,136.5
197,Under,1.91,138.5,Holy Cross Crusaders,Lafayette Leopards,FOX Bet,2022-01-08T00:00:00Z,1.91,136.5,1.91,136.5
198,Over,1.92,138.0,Holy Cross Crusaders,Lafayette Leopards,GTbets,2022-01-08T00:00:00Z,1.93,136.5,1.93,136.5
199,Under,1.92,138.0,Holy Cross Crusaders,Lafayette Leopards,GTbets,2022-01-08T00:00:00Z,1.88,136.5,1.88,136.5
200,Over,1.92,138.5,Holy Cross Crusaders,Lafayette Leopards,SugarHouse,2022-01-08T00:00:00Z,1.91,137.0,1.91,137.0
201,Under,1.88,138.5,Holy Cross Crusaders,Lafayette Leopards,SugarHouse,2022-01-08T00:00:00Z,1.91,137.0,1.91,137.0
202,Over,1.92,138.5,Holy Cross Crusaders,Lafayette Leopards,TwinSpires,2022-01-08T00:00:00Z,1.91,137.0,1.91,137.0
203,Under,1.88,138.5,Holy Cross Crusaders,Lafayette Leopards,TwinSpires,2022-01-08T00:00:00Z,1.91,137.0,1.91,137.0
204,Over,1.89,138.5,Holy Cross Crusaders,Lafayette Leopards,Unibet,2022-01-08T00:00:00Z,1.83,135.5,2.0,138.0
205,Under,1.86,138.5,Holy Cross Crusaders,Lafayette Leopards,Unibet,2022-01-08T00:00:00Z,2.0,135.5,1.83,138.0
206,Over,1.91,138.0,Holy Cross Crusaders,Lafayette Leopards,William Hill (US),2022-01-08T00:00:00Z,1.91,137.5,1.91,137.5
207,Under,1.91,138.0,Holy Cross Crusaders,Lafayette Leopards,William Hill (US),2022-01-08T00:00:00Z,1.91,137.5,1.91,137.5
208,Over,1.92,152.5,Houston Baptist Huskies,New Orleans Privateers,Barstool Sportsbook,2022-01-07T17:00:00Z,1.92,137.0,1.92,137.0
209,Under,1.91,152.5,Houston Baptist Huskies,New Orleans Privateers,Barstool Sportsbook,2022-01-07T17:00:00Z,1.92,137.0,1.92,137.0
210,Over,1.92,152.5,Houston Baptist Huskies,New Orleans Privateers,BetRivers,2022-01-07T17:00:00Z,1.91,137.0,1.91,137.0
211,Under,1.91,152.5,Houston Baptist Huskies,New Orleans Privateers,BetRivers,2022-01-07T17:00:00Z,1.91,137.0,1.91,137.0
212,Over,1.95,151.5,Houston Baptist Huskies,New Orleans Privateers,DraftKings,2022-01-07T17:00:00Z,1.93,136.5,1.93,136.5
213,Under,1.87,151.5,Houston Baptist Huskies,New Orleans Privateers,DraftKings,2022-01-07T17:00:00Z,1.88,136.5,1.88,136.5
214,Over,1.88,152.5,Houston Baptist Huskies,New Orleans Privateers,FanDuel,2022-01-07T17:00:00Z,1.93,136.5,1.93,136.5
215,Under,1.94,152.5,Houston Baptist Huskies,New Orleans Privateers,FanDuel,2022-01-07T17:00:00Z,1.88,136.5,1.88,136.5
216,Over,1.92,150.5,Houston Baptist Huskies,New Orleans Privateers,GTbets,2022-01-07T17:00:00Z,1.89,136.5,1.89,136.5
217,Under,1.92,150.5,Houston Baptist Huskies,New Orleans Privateers,GTbets,2022-01-07T17:00:00Z,1.85,136.5,1.85,136.5
218,Over,1.92,152.5,Houston Baptist Huskies,New Orleans Privateers,SugarHouse,2022-01-07T17:00:00Z,1.91,137.0,1.91,137.0
219,Under,1.91,152.5,Houston Baptist Huskies,New Orleans Privateers,SugarHouse,2022-01-07T17:00:00Z,1.91,137.0,1.91,137.0
220,Over,1.92,152.5,Houston Baptist Huskies,New Orleans Privateers,TwinSpires,2022-01-07T17:00:00Z,1.91,137.0,1.91,137.0
221,Under,1.91,152.5,Houston Baptist Huskies,New Orleans Privateers,TwinSpires,2022-01-07T17:00:00Z,1.91,137.0,1.91,137.0
222,Over,1.87,152.5,Houston Baptist Huskies,New Orleans Privateers,Unibet,2022-01-07T17:00:00Z,1.88,150.0,1.93,149.5
223,Under,1.87,152.5,Houston Baptist Huskies,New Orleans Privateers,Unibet,2022-01-07T17:00:00Z,1.93,150.0,1.88,149.5
224,Over,1.92,140.0,Navy Midshipmen,Bucknell Bison,Barstool Sportsbook,2022-01-08T00:00:00Z,1.88,150.0,1.93,149.5
225,Under,1.89,140.0,Navy Midshipmen,Bucknell Bison,Barstool Sportsbook,2022-01-08T00:00:00Z,1.93,150.0,1.88,149.5
226,Over,1.91,140.5,Navy Midshipmen,Bucknell Bison,BetMGM,2022-01-08T00:00:00Z,2.0,150.5,1.83,149.5
227,Under,1.91,140.5,Navy Midshipmen,Bucknell Bison,BetMGM,2022-01-08T00:00:00Z,1.83,150.5,2.0,149.5
228,Over,1.92,140.0,Navy Midshipmen,Bucknell Bison,BetRivers,2022-01-08T00:00:00Z,1.94,149.5,1.94,150.5
229,Under,1.89,140.0,Navy Midshipmen,Bucknell Bison,BetRivers,2022-01-08T00:00:00Z,1.88,149.5,1.88,150.5
230,Over,1.91,140.0,Navy Midshipmen,Bucknell Bison,BetUS,2022-01-08T00:00:00Z,1.92,150.0,1.84,149.5
231,Under,1.91,140.0,Navy Midshipmen,Bucknell Bison,BetUS,2022-01-08T00:00:00Z,1.92,150.0,2.01,149.5
232,Over,1.91,140.0,Navy Midshipmen,Bucknell Bison,Bovada,2022-01-08T00:00:00Z,1.91,149.5,1.87,150.0
233,Under,1.91,140.0,Navy Midshipmen,Bucknell Bison,Bovada,2022-01-08T00:00:00Z,1.91,149.5,1.95,150.0
234,Over,1.95,140.5,Navy Midshipmen,Bucknell Bison,DraftKings,2022-01-08T00:00:00Z,1.88,150.0,1.93,149.5
235,Under,1.87,140.5,Navy Midshipmen,Bucknell Bison,DraftKings,2022-01-08T00:00:00Z,1.93,150.0,1.88,149.5
236,Over,1.91,140.5,Navy Midshipmen,Bucknell Bison,FOX Bet,2022-01-08T00:00:00Z,1.88,150.0,1.93,149.5
237,Under,1.91,140.5,Navy Midshipmen,Bucknell Bison,FOX Bet,2022-01-08T00:00:00Z,1.93,150.0,1.88,149.5
238,Over,1.93,140.5,Navy Midshipmen,Bucknell Bison,FanDuel,2022-01-08T00:00:00Z,1.85,150.0,1.89,149.5
239,Under,1.89,140.5,Navy Midshipmen,Bucknell Bison,FanDuel,2022-01-08T00:00:00Z,1.9,150.0,1.85,149.5
240,Over,1.92,140.0,Navy Midshipmen,Bucknell Bison,GTbets,2022-01-08T00:00:00Z,1.91,149.5,1.83,150.5
241,Under,1.92,140.0,Navy Midshipmen,Bucknell Bison,GTbets,2022-01-08T00:00:00Z,1.91,149.5,1.91,150.5
242,Over,1.92,140.0,Navy Midshipmen,Bucknell Bison,SugarHouse,2022-01-08T00:00:00Z,1.93,139.5,1.87,150.0
243,Under,1.89,140.0,Navy Midshipmen,Bucknell Bison,SugarHouse,2022-01-08T00:00:00Z,1.88,139.5,1.95,150.0
244,Over,1.92,140.0,Navy Midshipmen,Bucknell Bison,TwinSpires,2022-01-08T00:00:00Z,1.91,139.5,1.93,139.5
245,Under,1.89,140.0,Navy Midshipmen,Bucknell Bison,TwinSpires,2022-01-08T00:00:00Z,1.91,139.5,1.88,139.5
246,Over,1.88,140.0,Navy Midshipmen,Bucknell Bison,Unibet,2022-01-08T00:00:00Z,1.93,139.5,1.91,139.5
247,Under,1.86,140.0,Navy Midshipmen,Bucknell Bison,Unibet,2022-01-08T00:00:00Z,1.88,139.5,1.91,139.5
248,Over,1.91,140.0,Navy Midshipmen,Bucknell Bison,William Hill (US),2022-01-08T00:00:00Z,1.91,139.5,1.93,139.5
249,Under,1.91,140.0,Navy Midshipmen,Bucknell Bison,William Hill (US),2022-01-08T00:00:00Z,1.91,139.5,1.88,139.5
250,Over,1.92,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,Barstool Sportsbook,2022-01-08T01:30:00Z,1.91,139.5,1.91,139.5
251,Under,1.89,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,Barstool Sportsbook,2022-01-08T01:30:00Z,1.91,139.5,1.91,139.5
252,Over,1.92,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,BetRivers,2022-01-08T01:30:00Z,1.95,140.0,1.91,139.5
253,Under,1.89,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,BetRivers,2022-01-08T01:30:00Z,1.87,140.0,1.91,139.5
254,Over,1.91,150.0,Nicholls St Colonels,Texas A&M-CC Islanders,BetUS,2022-01-08T01:30:00Z,1.91,140.5,1.91,140.0
255,Under,1.91,150.0,Nicholls St Colonels,Texas A&M-CC Islanders,BetUS,2022-01-08T01:30:00Z,1.91,140.5,1.91,140.0
256,Over,1.92,149.5,Nicholls St Colonels,Texas A&M-CC Islanders,GTbets,2022-01-08T01:30:00Z,1.93,140.5,1.91,140.5
257,Under,1.92,149.5,Nicholls St Colonels,Texas A&M-CC Islanders,GTbets,2022-01-08T01:30:00Z,1.89,140.5,1.91,140.5
258,Over,1.92,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,SugarHouse,2022-01-08T01:30:00Z,1.92,139.5,1.93,140.5
259,Under,1.89,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,SugarHouse,2022-01-08T01:30:00Z,1.92,139.5,1.89,140.5
260,Over,1.92,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,TwinSpires,2022-01-08T01:30:00Z,1.91,139.5,1.92,139.5
261,Under,1.89,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,TwinSpires,2022-01-08T01:30:00Z,1.91,139.5,1.92,139.5
262,Over,1.88,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,Unibet,2022-01-08T01:30:00Z,1.93,139.5,1.87,139.5
263,Under,1.86,151.0,Nicholls St Colonels,Texas A&M-CC Islanders,Unibet,2022-01-08T01:30:00Z,1.88,139.5,1.95,139.5
264,Over,1.92,150.5,Northwestern St Demons,Incarnate Word Cardinals,Barstool Sportsbook,2022-01-07T19:30:00Z,1.93,139.5,1.93,139.5
265,Under,1.89,150.5,Northwestern St Demons,Incarnate Word Cardinals,Barstool Sportsbook,2022-01-07T19:30:00Z,1.88,139.5,1.88,139.5
266,Over,1.91,150.5,Northwestern St Demons,Incarnate Word Cardinals,BetMGM,2022-01-07T19:30:00Z,1.89,139.5,1.93,139.5
267,Under,1.91,150.5,Northwestern St Demons,Incarnate Word Cardinals,BetMGM,2022-01-07T19:30:00Z,1.85,139.5,1.88,139.5
268,Over,1.92,150.5,Northwestern St Demons,Incarnate Word Cardinals,BetRivers,2022-01-07T19:30:00Z,1.91,139.5,1.89,139.5
269,Under,1.89,150.5,Northwestern St Demons,Incarnate Word Cardinals,BetRivers,2022-01-07T19:30:00Z,1.91,139.5,1.85,139.5
270,Over,1.91,150.5,Northwestern St Demons,Incarnate Word Cardinals,BetUS,2022-01-07T19:30:00Z,1.91,139.5,1.91,140.0
271,Under,1.91,150.5,Northwestern St Demons,Incarnate Word Cardinals,BetUS,2022-01-07T19:30:00Z,1.91,139.5,1.91,140.0
272,Over,1.91,150.5,Northwestern St Demons,Incarnate Word Cardinals,Bovada,2022-01-07T19:30:00Z,1.92,149.5,1.87,139.5
273,Under,1.91,150.5,Northwestern St Demons,Incarnate Word Cardinals,Bovada,2022-01-07T19:30:00Z,1.89,149.5,1.95,139.5
274,Over,1.87,149.5,Northwestern St Demons,Incarnate Word Cardinals,FanDuel,2022-01-07T19:30:00Z,1.92,149.5,1.92,149.5
275,Under,1.95,149.5,Northwestern St Demons,Incarnate Word Cardinals,FanDuel,2022-01-07T19:30:00Z,1.89,149.5,1.89,149.5
276,Over,1.92,150.5,Northwestern St Demons,Incarnate Word Cardinals,GTbets,2022-01-07T19:30:00Z,1.91,148.0,1.92,149.5
277,Under,1.92,150.5,Northwestern St Demons,Incarnate Word Cardinals,GTbets,2022-01-07T19:30:00Z,1.91,148.0,1.89,149.5
278,Over,1.92,150.5,Northwestern St Demons,Incarnate Word Cardinals,SugarHouse,2022-01-07T19:30:00Z,1.92,148.0,1.91,148.0
279,Under,1.89,150.5,Northwestern St Demons,Incarnate Word Cardinals,SugarHouse,2022-01-07T19:30:00Z,1.92,148.0,1.91,148.0
280,Over,1.92,150.5,Northwestern St Demons,Incarnate Word Cardinals,TwinSpires,2022-01-07T19:30:00Z,1.87,148.0,1.92,148.0
281,Under,1.89,150.5,Northwestern St Demons,Incarnate Word Cardinals,TwinSpires,2022-01-07T19:30:00Z,1.95,148.0,1.92,148.0
282,Over,1.88,150.5,Northwestern St Demons,Incarnate Word Cardinals,Unibet,2022-01-07T19:30:00Z,1.92,149.5,1.91,148.5
283,Under,1.86,150.5,Northwestern St Demons,Incarnate Word Cardinals,Unibet,2022-01-07T19:30:00Z,1.89,149.5,1.91,148.5
284,Over,1.93,136.0,Ohio Bobcats,Kent State Golden Flashes,Barstool Sportsbook,2022-01-07T23:30:00Z,1.92,149.5,1.92,149.5
285,Under,1.88,136.0,Ohio Bobcats,Kent State Golden Flashes,Barstool Sportsbook,2022-01-07T23:30:00Z,1.89,149.5,1.89,149.5
286,Over,1.91,134.5,Ohio Bobcats,Kent State Golden Flashes,BetMGM,2022-01-07T23:30:00Z,1.88,149.5,1.92,149.5
287,Under,1.91,134.5,Ohio Bobcats,Kent State Golden Flashes,BetMGM,2022-01-07T23:30:00Z,1.86,149.5,1.89,149.5
288,Over,1.93,136.0,Ohio Bobcats,Kent State Golden Flashes,BetRivers,2022-01-07T23:30:00Z,1.91,148.0,1.88,149.5
289,Under,1.88,136.0,Ohio Bobcats,Kent State Golden Flashes,BetRivers,2022-01-07T23:30:00Z,1.91,148.0,1.86,149.5
290,Over,1.91,136.0,Ohio Bobcats,Kent State Golden Flashes,BetUS,2022-01-07T23:30:00Z,1.87,148.0,1.91,148.0
291,Under,1.91,136.0,Ohio Bobcats,Kent State Golden Flashes,BetUS,2022-01-07T23:30:00Z,1.95,148.0,1.91,148.0
292,Over,1.87,135.0,Ohio Bobcats,Kent State Golden Flashes,DraftKings,2022-01-07T23:30:00Z,1.92,147.5,1.91,148.5
293,Under,1.95,135.0,Ohio Bobcats,Kent State Golden Flashes,DraftKings,2022-01-07T23:30:00Z,1.89,147.5,1.91,148.5
294,Over,1.91,134.0,Ohio Bobcats,Kent State Golden Flashes,FOX Bet,2022-01-07T23:30:00Z,1.91,147.5,1.92,147.5
295,Under,1.91,134.0,Ohio Bobcats,Kent State Golden Flashes,FOX Bet,2022-01-07T23:30:00Z,1.91,147.5,1.89,147.5
296,Over,1.91,135.5,Ohio Bobcats,Kent State Golden Flashes,FanDuel,2022-01-07T23:30:00Z,1.92,147.5,1.91,146.5
297,Under,1.91,135.5,Ohio Bobcats,Kent State Golden Flashes,FanDuel,2022-01-07T23:30:00Z,1.89,147.5,1.91,146.5
298,Over,1.87,134.5,Ohio Bobcats,Kent State Golden Flashes,PointsBet (US),2022-01-07T23:30:00Z,1.91,147.0,1.92,147.5
299,Under,1.95,134.5,Ohio Bobcats,Kent State Golden Flashes,PointsBet (US),2022-01-07T23:30:00Z,1.91,147.0,1.89,147.5
300,Over,1.93,136.0,Ohio Bobcats,Kent State Golden Flashes,SugarHouse,2022-01-07T23:30:00Z,1.91,147.0,1.91,147.0
301,Under,1.88,136.0,Ohio Bobcats,Kent State Golden Flashes,SugarHouse,2022-01-07T23:30:00Z,1.91,147.0,1.91,147.0
302,Over,1.93,136.0,Ohio Bobcats,Kent State Golden Flashes,TwinSpires,2022-01-07T23:30:00Z,1.94,147.5,1.95,147.0
303,Under,1.88,136.0,Ohio Bobcats,Kent State Golden Flashes,TwinSpires,2022-01-07T23:30:00Z,1.88,147.5,1.87,147.0
304,Over,1.89,136.0,Ohio Bobcats,Kent State Golden Flashes,Unibet,2022-01-07T23:30:00Z,1.92,147.0,1.88,146.5
305,Under,1.85,136.0,Ohio Bobcats,Kent State Golden Flashes,Unibet,2022-01-07T23:30:00Z,1.92,147.0,1.94,146.5
306,Over,1.91,135.5,Ohio Bobcats,Kent State Golden Flashes,William Hill (US),2022-01-07T23:30:00Z,1.87,147.0,1.84,146.5
307,Under,1.91,135.5,Ohio Bobcats,Kent State Golden Flashes,William Hill (US),2022-01-07T23:30:00Z,1.95,147.0,2.01,146.5
308,Over,1.87,134.5,Ohio Bobcats,Kent State Golden Flashes,WynnBET,2022-01-07T23:30:00Z,1.92,147.5,1.95,147.0
309,Under,1.95,134.5,Ohio Bobcats,Kent State Golden Flashes,WynnBET,2022-01-07T23:30:00Z,1.89,147.5,1.87,147.0
310,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,Barstool Sportsbook,2022-01-08T00:00:00Z,1.92,147.5,1.92,147.5
311,Under,1.89,157.5,Pennsylvania Quakers,Cornell Big Red,Barstool Sportsbook,2022-01-08T00:00:00Z,1.89,147.5,1.89,147.5
312,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,BetMGM,2022-01-08T00:00:00Z,1.88,147.5,1.92,147.5
313,Under,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,BetMGM,2022-01-08T00:00:00Z,1.86,147.5,1.89,147.5
314,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,BetRivers,2022-01-08T00:00:00Z,1.91,147.0,1.88,147.5
315,Under,1.89,157.5,Pennsylvania Quakers,Cornell Big Red,BetRivers,2022-01-08T00:00:00Z,1.91,147.0,1.86,147.5
316,Over,1.91,156.5,Pennsylvania Quakers,Cornell Big Red,BetUS,2022-01-08T00:00:00Z,1.87,147.0,1.87,146.5
317,Under,1.91,156.5,Pennsylvania Quakers,Cornell Big Red,BetUS,2022-01-08T00:00:00Z,1.95,147.0,1.95,146.5
318,Over,1.95,157.5,Pennsylvania Quakers,Cornell Big Red,Bovada,2022-01-08T00:00:00Z,1.89,135.0,1.95,147.0
319,Under,1.87,157.5,Pennsylvania Quakers,Cornell Big Red,Bovada,2022-01-08T00:00:00Z,1.93,135.0,1.87,147.0
320,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,DraftKings,2022-01-08T00:00:00Z,1.91,135.5,1.89,135.0
321,Under,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,DraftKings,2022-01-08T00:00:00Z,1.91,135.5,1.93,135.0
322,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,FOX Bet,2022-01-08T00:00:00Z,1.89,135.0,1.91,135.5
323,Under,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,FOX Bet,2022-01-08T00:00:00Z,1.93,135.0,1.91,135.5
324,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,FanDuel,2022-01-08T00:00:00Z,1.91,136.0,1.89,135.0
325,Under,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,FanDuel,2022-01-08T00:00:00Z,1.91,136.0,1.93,135.0
326,Over,1.92,157.5,Pennsylvania Quakers,Cornell Big Red,GTbets,2022-01-08T00:00:00Z,1.91,135.5,1.91,136.0
327,Under,1.92,157.5,Pennsylvania Quakers,Cornell Big Red,GTbets,2022-01-08T00:00:00Z,1.91,135.5,1.91,136.0
328,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,PointsBet (US),2022-01-08T00:00:00Z,1.91,135.0,1.95,135.5
329,Under,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,PointsBet (US),2022-01-08T00:00:00Z,1.91,135.0,1.87,135.5
330,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,SugarHouse,2022-01-08T00:00:00Z,1.85,135.5,1.91,135.0
331,Under,1.89,157.5,Pennsylvania Quakers,Cornell Big Red,SugarHouse,2022-01-08T00:00:00Z,1.96,135.5,1.91,135.0
332,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,TwinSpires,2022-01-08T00:00:00Z,1.91,135.5,1.85,135.5
333,Under,1.89,157.5,Pennsylvania Quakers,Cornell Big Red,TwinSpires,2022-01-08T00:00:00Z,1.91,135.5,1.96,135.5
334,Over,1.88,157.5,Pennsylvania Quakers,Cornell Big Red,Unibet,2022-01-08T00:00:00Z,1.89,135.0,1.91,135.5
335,Under,1.87,157.5,Pennsylvania Quakers,Cornell Big Red,Unibet,2022-01-08T00:00:00Z,1.93,135.0,1.91,135.5
336,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,William Hill (US),2022-01-08T00:00:00Z,1.89,135.0,1.89,135.0
337,Under,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,William Hill (US),2022-01-08T00:00:00Z,1.93,135.0,1.93,135.0
338,Over,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,WynnBET,2022-01-08T00:00:00Z,1.86,135.0,1.89,135.0
339,Under,1.91,157.5,Pennsylvania Quakers,Cornell Big Red,WynnBET,2022-01-08T00:00:00Z,1.89,135.0,1.93,135.0
340,Over,1.91,147.5,Princeton Tigers,Columbia Lions,Barstool Sportsbook,2022-01-08T00:00:00Z,1.91,135.5,1.86,135.0
341,Under,1.91,147.5,Princeton Tigers,Columbia Lions,Barstool Sportsbook,2022-01-08T00:00:00Z,1.91,135.5,1.89,135.0
342,Over,1.91,147.5,Princeton Tigers,Columbia Lions,BetRivers,2022-01-08T00:00:00Z,1.91,135.5,1.91,135.5
343,Under,1.91,147.5,Princeton Tigers,Columbia Lions,BetRivers,2022-01-08T00:00:00Z,1.91,135.5,1.91,135.5
344,Over,1.87,148.0,Princeton Tigers,Columbia Lions,BetUS,2022-01-08T00:00:00Z,1.92,155.5,1.91,135.5
345,Under,1.95,148.0,Princeton Tigers,Columbia Lions,BetUS,2022-01-08T00:00:00Z,1.89,155.5,1.91,135.5
346,Over,1.91,147.5,Princeton Tigers,Columbia Lions,Bovada,2022-01-08T00:00:00Z,1.91,155.5,1.92,155.5
347,Under,1.91,147.5,Princeton Tigers,Columbia Lions,Bovada,2022-01-08T00:00:00Z,1.91,155.5,1.89,155.5
348,Over,1.91,146.5,Princeton Tigers,Columbia Lions,FOX Bet,2022-01-08T00:00:00Z,1.92,155.5,1.91,155.5
349,Under,1.91,146.5,Princeton Tigers,Columbia Lions,FOX Bet,2022-01-08T00:00:00Z,1.89,155.5,1.91,155.5
350,Over,1.92,147.5,Princeton Tigers,Columbia Lions,GTbets,2022-01-08T00:00:00Z,1.91,155.0,1.92,155.5
351,Under,1.92,147.5,Princeton Tigers,Columbia Lions,GTbets,2022-01-08T00:00:00Z,1.91,155.0,1.89,155.5
352,Over,1.91,147.5,Princeton Tigers,Columbia Lions,TwinSpires,2022-01-08T00:00:00Z,1.91,155.5,1.91,155.0
353,Under,1.91,147.5,Princeton Tigers,Columbia Lions,TwinSpires,2022-01-08T00:00:00Z,1.91,155.5,1.91,155.0
354,Over,1.87,147.5,Princeton Tigers,Columbia Lions,Unibet,2022-01-08T00:00:00Z,1.91,155.5,1.91,155.5
355,Under,1.87,147.5,Princeton Tigers,Columbia Lions,Unibet,2022-01-08T00:00:00Z,1.91,155.5,1.91,155.5
356,Over,1.95,147.5,Princeton Tigers,Columbia Lions,WynnBET,2022-01-08T00:00:00Z,1.91,156.0,1.91,155.5
357,Under,1.87,147.5,Princeton Tigers,Columbia Lions,WynnBET,2022-01-08T00:00:00Z,1.91,156.0,1.91,155.5
358,Over,1.88,143.0,Robert Morris Colonials,Cleveland St Vikings,Barstool Sportsbook,2022-01-08T00:00:00Z,1.94,156.5,1.91,156.0
359,Under,1.93,143.0,Robert Morris Colonials,Cleveland St Vikings,Barstool Sportsbook,2022-01-08T00:00:00Z,1.88,156.5,1.91,156.0
360,Over,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,BetMGM,2022-01-08T00:00:00Z,1.92,155.5,1.94,156.5
361,Under,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,BetMGM,2022-01-08T00:00:00Z,1.92,155.5,1.88,156.5
362,Over,1.88,143.0,Robert Morris Colonials,Cleveland St Vikings,BetRivers,2022-01-08T00:00:00Z,1.91,155.5,1.92,155.5
363,Under,1.93,143.0,Robert Morris Colonials,Cleveland St Vikings,BetRivers,2022-01-08T00:00:00Z,1.91,155.5,1.92,155.5
364,Over,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,BetUS,2022-01-08T00:00:00Z,1.92,155.5,1.91,155.5
365,Under,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,BetUS,2022-01-08T00:00:00Z,1.89,155.5,1.91,155.5
366,Over,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,DraftKings,2022-01-08T00:00:00Z,1.92,155.5,1.92,155.5
367,Under,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,DraftKings,2022-01-08T00:00:00Z,1.89,155.5,1.89,155.5
368,Over,1.85,144.0,Robert Morris Colonials,Cleveland St Vikings,FOX Bet,2022-01-08T00:00:00Z,1.88,155.5,1.92,155.5
369,Under,2.0,144.0,Robert Morris Colonials,Cleveland St Vikings,FOX Bet,2022-01-08T00:00:00Z,1.86,155.5,1.89,155.5
370,Over,1.93,144.5,Robert Morris Colonials,Cleveland St Vikings,FanDuel,2022-01-08T00:00:00Z,1.91,155.5,1.88,155.5
371,Under,1.89,144.5,Robert Morris Colonials,Cleveland St Vikings,FanDuel,2022-01-08T00:00:00Z,1.91,155.5,1.86,155.5
372,Over,1.92,143.5,Robert Morris Colonials,Cleveland St Vikings,GTbets,2022-01-08T00:00:00Z,1.91,155.5,1.91,155.5
373,Under,1.92,143.5,Robert Morris Colonials,Cleveland St Vikings,GTbets,2022-01-08T00:00:00Z,1.91,155.5,1.91,155.5
374,Over,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,PointsBet (US),2022-01-08T00:00:00Z,1.91,147.0,1.91,155.5
375,Under,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,PointsBet (US),2022-01-08T00:00:00Z,1.92,147.0,1.91,155.5
376,Over,1.88,143.0,Robert Morris Colonials,Cleveland St Vikings,SugarHouse,2022-01-08T00:00:00Z,1.91,147.0,1.91,149.0
377,Under,1.93,143.0,Robert Morris Colonials,Cleveland St Vikings,SugarHouse,2022-01-08T00:00:00Z,1.92,147.0,1.91,149.0
378,Over,1.88,143.0,Robert Morris Colonials,Cleveland St Vikings,TwinSpires,2022-01-08T00:00:00Z,1.91,147.5,1.91,149.0
379,Under,1.93,143.0,Robert Morris Colonials,Cleveland St Vikings,TwinSpires,2022-01-08T00:00:00Z,1.91,147.5,1.91,149.0
380,Over,1.85,143.0,Robert Morris Colonials,Cleveland St Vikings,Unibet,2022-01-08T00:00:00Z,1.87,147.5,1.91,148.5
381,Under,1.9,143.0,Robert Morris Colonials,Cleveland St Vikings,Unibet,2022-01-08T00:00:00Z,1.95,147.5,1.91,148.5
382,Over,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,William Hill (US),2022-01-08T00:00:00Z,1.91,147.0,1.91,148.5
383,Under,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,William Hill (US),2022-01-08T00:00:00Z,1.91,147.0,1.91,148.5
384,Over,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,WynnBET,2022-01-08T00:00:00Z,1.92,147.5,2.0,148.5
385,Under,1.91,143.5,Robert Morris Colonials,Cleveland St Vikings,WynnBET,2022-01-08T00:00:00Z,1.92,147.5,1.85,148.5
386,Over,1.91,149.5,SE Louisiana Lions,Mcneese St Mcneese,BetMGM,2022-01-07T23:00:00Z,1.91,147.0,1.92,148.5
