,name,price,point,home_team,away_team,bookmakers.title,commence_time
238,Over,1.91,149.0,Colorado St Rams,Utah State Aggies,William Hill (US),2022-01-13T01:00:00Z
239,Under,1.91,149.0,Colorado St Rams,Utah State Aggies,William Hill (US),2022-01-13T01:00:00Z
240,Over,1.91,149.0,Colorado St Rams,Utah State Aggies,WynnBET,2022-01-13T01:00:00Z
241,Under,1.91,149.0,Colorado St Rams,Utah State Aggies,WynnBET,2022-01-13T01:00:00Z
242,Over,1.93,144.0,Drake Bulldogs,Illinois St Redbirds,Barstool Sportsbook,2022-01-13T01:00:00Z
243,Under,1.89,144.0,Drake Bulldogs,Illinois St Redbirds,Barstool Sportsbook,2022-01-13T01:00:00Z
244,Over,1.91,144.5,Drake Bulldogs,Illinois St Redbirds,BetMGM,2022-01-13T01:00:00Z
245,Under,1.91,144.5,Drake Bulldogs,Illinois St Redbirds,BetMGM,2022-01-13T01:00:00Z
246,Over,1.93,144.0,Drake Bulldogs,Illinois St Redbirds,BetRivers,2022-01-13T01:00:00Z
247,Under,1.89,144.0,Drake Bulldogs,Illinois St Redbirds,BetRivers,2022-01-13T01:00:00Z
248,Over,1.91,143.0,Drake Bulldogs,Illinois St Redbirds,BetUS,2022-01-13T01:00:00Z
249,Under,1.91,143.0,Drake Bulldogs,Illinois St Redbirds,BetUS,2022-01-13T01:00:00Z
250,Over,1.87,144.0,Drake Bulldogs,Illinois St Redbirds,Bovada,2022-01-13T01:00:00Z
251,Under,1.95,144.0,Drake Bulldogs,Illinois St Redbirds,Bovada,2022-01-13T01:00:00Z
252,Over,1.87,144.0,Drake Bulldogs,Illinois St Redbirds,DraftKings,2022-01-13T01:00:00Z
253,Under,1.95,144.0,Drake Bulldogs,Illinois St Redbirds,DraftKings,2022-01-13T01:00:00Z
254,Over,1.91,144.0,Drake Bulldogs,Illinois St Redbirds,FanDuel,2022-01-13T01:00:00Z
255,Under,1.91,144.0,Drake Bulldogs,Illinois St Redbirds,FanDuel,2022-01-13T01:00:00Z
256,Over,1.92,144.0,Drake Bulldogs,Illinois St Redbirds,GTbets,2022-01-13T01:00:00Z
257,Under,1.92,144.0,Drake Bulldogs,Illinois St Redbirds,GTbets,2022-01-13T01:00:00Z
258,Over,1.93,144.0,Drake Bulldogs,Illinois St Redbirds,LowVig.ag,2022-01-13T01:00:00Z
259,Under,1.93,144.0,Drake Bulldogs,Illinois St Redbirds,LowVig.ag,2022-01-13T01:00:00Z
260,Over,1.91,144.5,Drake Bulldogs,Illinois St Redbirds,PointsBet (US),2022-01-13T01:00:00Z
261,Under,1.91,144.5,Drake Bulldogs,Illinois St Redbirds,PointsBet (US),2022-01-13T01:00:00Z
262,Over,1.93,144.0,Drake Bulldogs,Illinois St Redbirds,SugarHouse,2022-01-13T01:00:00Z
263,Under,1.89,144.0,Drake Bulldogs,Illinois St Redbirds,SugarHouse,2022-01-13T01:00:00Z
264,Over,1.93,144.0,Drake Bulldogs,Illinois St Redbirds,TwinSpires,2022-01-13T01:00:00Z
265,Under,1.89,144.0,Drake Bulldogs,Illinois St Redbirds,TwinSpires,2022-01-13T01:00:00Z
266,Over,1.88,144.0,Drake Bulldogs,Illinois St Redbirds,Unibet,2022-01-13T01:00:00Z
267,Under,1.86,144.0,Drake Bulldogs,Illinois St Redbirds,Unibet,2022-01-13T01:00:00Z
268,Over,1.91,144.5,Drake Bulldogs,Illinois St Redbirds,William Hill (US),2022-01-13T01:00:00Z
269,Under,1.91,144.5,Drake Bulldogs,Illinois St Redbirds,William Hill (US),2022-01-13T01:00:00Z
270,Over,1.91,144.5,Drake Bulldogs,Illinois St Redbirds,WynnBET,2022-01-13T01:00:00Z
271,Under,1.91,144.5,Drake Bulldogs,Illinois St Redbirds,WynnBET,2022-01-13T01:00:00Z
272,Over,1.93,139.0,Florida Gators,LSU Tigers,Barstool Sportsbook,2022-01-13T00:00:00Z
273,Under,1.89,139.0,Florida Gators,LSU Tigers,Barstool Sportsbook,2022-01-13T00:00:00Z
274,Over,1.91,138.5,Florida Gators,LSU Tigers,BetMGM,2022-01-13T00:00:00Z
275,Under,1.91,138.5,Florida Gators,LSU Tigers,BetMGM,2022-01-13T00:00:00Z
276,Over,1.93,139.0,Florida Gators,LSU Tigers,BetRivers,2022-01-13T00:00:00Z
277,Under,1.89,139.0,Florida Gators,LSU Tigers,BetRivers,2022-01-13T00:00:00Z
278,Over,1.91,139.0,Florida Gators,LSU Tigers,BetUS,2022-01-13T00:00:00Z
279,Under,1.91,139.0,Florida Gators,LSU Tigers,BetUS,2022-01-13T00:00:00Z
280,Over,1.91,139.0,Florida Gators,LSU Tigers,DraftKings,2022-01-13T00:00:00Z
281,Under,1.91,139.0,Florida Gators,LSU Tigers,DraftKings,2022-01-13T00:00:00Z
282,Over,1.87,138.0,Florida Gators,LSU Tigers,FanDuel,2022-01-13T00:00:00Z
283,Under,1.95,138.0,Florida Gators,LSU Tigers,FanDuel,2022-01-13T00:00:00Z
284,Over,1.92,138.5,Florida Gators,LSU Tigers,GTbets,2022-01-13T00:00:00Z
285,Under,1.92,138.5,Florida Gators,LSU Tigers,GTbets,2022-01-13T00:00:00Z
286,Over,1.91,139.0,Florida Gators,LSU Tigers,PointsBet (US),2022-01-13T00:00:00Z
287,Under,1.91,139.0,Florida Gators,LSU Tigers,PointsBet (US),2022-01-13T00:00:00Z
288,Over,1.93,139.0,Florida Gators,LSU Tigers,SugarHouse,2022-01-13T00:00:00Z
289,Under,1.89,139.0,Florida Gators,LSU Tigers,SugarHouse,2022-01-13T00:00:00Z
290,Over,1.93,139.0,Florida Gators,LSU Tigers,TwinSpires,2022-01-13T00:00:00Z
291,Under,1.89,139.0,Florida Gators,LSU Tigers,TwinSpires,2022-01-13T00:00:00Z
292,Over,1.89,139.0,Florida Gators,LSU Tigers,Unibet,2022-01-13T00:00:00Z
293,Under,1.86,139.0,Florida Gators,LSU Tigers,Unibet,2022-01-13T00:00:00Z
294,Over,1.91,138.5,Florida Gators,LSU Tigers,William Hill (US),2022-01-13T00:00:00Z
295,Under,1.91,138.5,Florida Gators,LSU Tigers,William Hill (US),2022-01-13T00:00:00Z
296,Over,1.91,139.0,Florida Gators,LSU Tigers,WynnBET,2022-01-13T00:00:00Z
297,Under,1.91,139.0,Florida Gators,LSU Tigers,WynnBET,2022-01-13T00:00:00Z
298,Over,1.93,136.5,Fordham Rams,Duquesne Dukes,Barstool Sportsbook,2022-01-13T00:00:00Z
299,Under,1.89,136.5,Fordham Rams,Duquesne Dukes,Barstool Sportsbook,2022-01-13T00:00:00Z
300,Over,1.91,135.5,Fordham Rams,Duquesne Dukes,BetMGM,2022-01-13T00:00:00Z
301,Under,1.91,135.5,Fordham Rams,Duquesne Dukes,BetMGM,2022-01-13T00:00:00Z
302,Over,1.93,136.5,Fordham Rams,Duquesne Dukes,BetRivers,2022-01-13T00:00:00Z
303,Under,1.89,136.5,Fordham Rams,Duquesne Dukes,BetRivers,2022-01-13T00:00:00Z
304,Over,1.91,135.5,Fordham Rams,Duquesne Dukes,BetUS,2022-01-13T00:00:00Z
305,Under,1.91,135.5,Fordham Rams,Duquesne Dukes,BetUS,2022-01-13T00:00:00Z
306,Over,1.91,136.0,Fordham Rams,Duquesne Dukes,Bovada,2022-01-13T00:00:00Z
307,Under,1.91,136.0,Fordham Rams,Duquesne Dukes,Bovada,2022-01-13T00:00:00Z
308,Over,1.91,136.5,Fordham Rams,Duquesne Dukes,DraftKings,2022-01-13T00:00:00Z
309,Under,1.91,136.5,Fordham Rams,Duquesne Dukes,DraftKings,2022-01-13T00:00:00Z
310,Over,1.91,136.0,Fordham Rams,Duquesne Dukes,FOX Bet,2022-01-13T00:00:00Z
311,Under,1.91,136.0,Fordham Rams,Duquesne Dukes,FOX Bet,2022-01-13T00:00:00Z
312,Over,1.91,135.5,Fordham Rams,Duquesne Dukes,FanDuel,2022-01-13T00:00:00Z
313,Under,1.91,135.5,Fordham Rams,Duquesne Dukes,FanDuel,2022-01-13T00:00:00Z
314,Over,1.92,135.5,Fordham Rams,Duquesne Dukes,GTbets,2022-01-13T00:00:00Z
315,Under,1.92,135.5,Fordham Rams,Duquesne Dukes,GTbets,2022-01-13T00:00:00Z
316,Over,1.89,135.5,Fordham Rams,Duquesne Dukes,LowVig.ag,2022-01-13T00:00:00Z
317,Under,1.97,135.5,Fordham Rams,Duquesne Dukes,LowVig.ag,2022-01-13T00:00:00Z
318,Over,1.87,135.5,Fordham Rams,Duquesne Dukes,PointsBet (US),2022-01-13T00:00:00Z
319,Under,1.95,135.5,Fordham Rams,Duquesne Dukes,PointsBet (US),2022-01-13T00:00:00Z
320,Over,1.93,136.5,Fordham Rams,Duquesne Dukes,SugarHouse,2022-01-13T00:00:00Z
321,Under,1.89,136.5,Fordham Rams,Duquesne Dukes,SugarHouse,2022-01-13T00:00:00Z
322,Over,1.93,136.5,Fordham Rams,Duquesne Dukes,TwinSpires,2022-01-13T00:00:00Z
323,Under,1.89,136.5,Fordham Rams,Duquesne Dukes,TwinSpires,2022-01-13T00:00:00Z
324,Over,1.89,136.5,Fordham Rams,Duquesne Dukes,Unibet,2022-01-13T00:00:00Z
325,Under,1.86,136.5,Fordham Rams,Duquesne Dukes,Unibet,2022-01-13T00:00:00Z
326,Over,1.91,135.5,Fordham Rams,Duquesne Dukes,William Hill (US),2022-01-13T00:00:00Z
327,Under,1.91,135.5,Fordham Rams,Duquesne Dukes,William Hill (US),2022-01-13T00:00:00Z
328,Over,1.87,135.5,Fordham Rams,Duquesne Dukes,WynnBET,2022-01-13T00:00:00Z
329,Under,1.95,135.5,Fordham Rams,Duquesne Dukes,WynnBET,2022-01-13T00:00:00Z
330,Over,1.92,144.5,Furman Paladins,East Tennessee St Buccaneers,Barstool Sportsbook,2022-01-13T00:00:00Z
331,Under,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,Barstool Sportsbook,2022-01-13T00:00:00Z
332,Over,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,BetMGM,2022-01-13T00:00:00Z
333,Under,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,BetMGM,2022-01-13T00:00:00Z
334,Over,1.92,144.5,Furman Paladins,East Tennessee St Buccaneers,BetRivers,2022-01-13T00:00:00Z
335,Under,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,BetRivers,2022-01-13T00:00:00Z
336,Over,1.91,144.0,Furman Paladins,East Tennessee St Buccaneers,BetUS,2022-01-13T00:00:00Z
337,Under,1.91,144.0,Furman Paladins,East Tennessee St Buccaneers,BetUS,2022-01-13T00:00:00Z
338,Over,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,Bovada,2022-01-13T00:00:00Z
339,Under,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,Bovada,2022-01-13T00:00:00Z
340,Over,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,FOX Bet,2022-01-13T00:00:00Z
341,Under,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,FOX Bet,2022-01-13T00:00:00Z
342,Over,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,FanDuel,2022-01-13T00:00:00Z
343,Under,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,FanDuel,2022-01-13T00:00:00Z
344,Over,1.93,144.0,Furman Paladins,East Tennessee St Buccaneers,LowVig.ag,2022-01-13T00:00:00Z
345,Under,1.93,144.0,Furman Paladins,East Tennessee St Buccaneers,LowVig.ag,2022-01-13T00:00:00Z
346,Over,1.91,144.0,Furman Paladins,East Tennessee St Buccaneers,PointsBet (US),2022-01-13T00:00:00Z
347,Under,1.91,144.0,Furman Paladins,East Tennessee St Buccaneers,PointsBet (US),2022-01-13T00:00:00Z
348,Over,1.92,144.5,Furman Paladins,East Tennessee St Buccaneers,SugarHouse,2022-01-13T00:00:00Z
349,Under,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,SugarHouse,2022-01-13T00:00:00Z
350,Over,1.92,144.5,Furman Paladins,East Tennessee St Buccaneers,TwinSpires,2022-01-13T00:00:00Z
351,Under,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,TwinSpires,2022-01-13T00:00:00Z
352,Over,1.88,144.5,Furman Paladins,East Tennessee St Buccaneers,Unibet,2022-01-13T00:00:00Z
353,Under,1.87,144.5,Furman Paladins,East Tennessee St Buccaneers,Unibet,2022-01-13T00:00:00Z
354,Over,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,William Hill (US),2022-01-13T00:00:00Z
355,Under,1.91,144.5,Furman Paladins,East Tennessee St Buccaneers,William Hill (US),2022-01-13T00:00:00Z
356,Over,1.91,144.0,Furman Paladins,East Tennessee St Buccaneers,WynnBET,2022-01-13T00:00:00Z
357,Under,1.91,144.0,Furman Paladins,East Tennessee St Buccaneers,WynnBET,2022-01-13T00:00:00Z
358,Over,1.89,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,Barstool Sportsbook,2022-01-13T00:00:00Z
359,Under,1.93,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,Barstool Sportsbook,2022-01-13T00:00:00Z
360,Over,1.91,130.5,Gardner-Webb Bulldogs,Presbyterian Blue Hose,BetMGM,2022-01-13T00:00:00Z
361,Under,1.91,130.5,Gardner-Webb Bulldogs,Presbyterian Blue Hose,BetMGM,2022-01-13T00:00:00Z
362,Over,1.89,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,BetRivers,2022-01-13T00:00:00Z
363,Under,1.93,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,BetRivers,2022-01-13T00:00:00Z
364,Over,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,BetUS,2022-01-13T00:00:00Z
365,Under,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,BetUS,2022-01-13T00:00:00Z
366,Over,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,Bovada,2022-01-13T00:00:00Z
367,Under,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,Bovada,2022-01-13T00:00:00Z
368,Over,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,DraftKings,2022-01-13T00:00:00Z
369,Under,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,DraftKings,2022-01-13T00:00:00Z
370,Over,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,FOX Bet,2022-01-13T00:00:00Z
371,Under,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,FOX Bet,2022-01-13T00:00:00Z
372,Over,1.94,130.5,Gardner-Webb Bulldogs,Presbyterian Blue Hose,FanDuel,2022-01-13T00:00:00Z
373,Under,1.88,130.5,Gardner-Webb Bulldogs,Presbyterian Blue Hose,FanDuel,2022-01-13T00:00:00Z
374,Over,1.92,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,GTbets,2022-01-13T00:00:00Z
375,Under,1.92,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,GTbets,2022-01-13T00:00:00Z
376,Over,2.0,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,LowVig.ag,2022-01-13T00:00:00Z
377,Under,1.85,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,LowVig.ag,2022-01-13T00:00:00Z
378,Over,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,PointsBet (US),2022-01-13T00:00:00Z
379,Under,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,PointsBet (US),2022-01-13T00:00:00Z
380,Over,1.89,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,SugarHouse,2022-01-13T00:00:00Z
381,Under,1.93,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,SugarHouse,2022-01-13T00:00:00Z
382,Over,1.89,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,TwinSpires,2022-01-13T00:00:00Z
383,Under,1.93,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,TwinSpires,2022-01-13T00:00:00Z
384,Over,1.86,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,Unibet,2022-01-13T00:00:00Z
385,Under,1.88,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,Unibet,2022-01-13T00:00:00Z
386,Over,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,William Hill (US),2022-01-13T00:00:00Z
387,Under,1.91,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,William Hill (US),2022-01-13T00:00:00Z
388,Over,1.95,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,WynnBET,2022-01-13T00:00:00Z
389,Under,1.87,130.0,Gardner-Webb Bulldogs,Presbyterian Blue Hose,WynnBET,2022-01-13T00:00:00Z
390,Over,1.93,137.5,Kansas St Wildcats,TCU Horned Frogs,Barstool Sportsbook,2022-01-13T02:00:00Z
391,Under,1.88,137.5,Kansas St Wildcats,TCU Horned Frogs,Barstool Sportsbook,2022-01-13T02:00:00Z
392,Over,1.91,136.5,Kansas St Wildcats,TCU Horned Frogs,BetMGM,2022-01-13T02:00:00Z
393,Under,1.91,136.5,Kansas St Wildcats,TCU Horned Frogs,BetMGM,2022-01-13T02:00:00Z
394,Over,1.93,137.5,Kansas St Wildcats,TCU Horned Frogs,BetRivers,2022-01-13T02:00:00Z
395,Under,1.88,137.5,Kansas St Wildcats,TCU Horned Frogs,BetRivers,2022-01-13T02:00:00Z
396,Over,1.91,136.5,Kansas St Wildcats,TCU Horned Frogs,BetUS,2022-01-13T02:00:00Z
397,Under,1.91,136.5,Kansas St Wildcats,TCU Horned Frogs,BetUS,2022-01-13T02:00:00Z
398,Over,2.0,139.0,Kansas St Wildcats,TCU Horned Frogs,DraftKings,2022-01-13T02:00:00Z
399,Under,1.83,139.0,Kansas St Wildcats,TCU Horned Frogs,DraftKings,2022-01-13T02:00:00Z
400,Over,1.91,136.5,Kansas St Wildcats,TCU Horned Frogs,FanDuel,2022-01-13T02:00:00Z
401,Under,1.91,136.5,Kansas St Wildcats,TCU Horned Frogs,FanDuel,2022-01-13T02:00:00Z
402,Over,1.92,137.5,Kansas St Wildcats,TCU Horned Frogs,GTbets,2022-01-13T02:00:00Z
403,Under,1.92,137.5,Kansas St Wildcats,TCU Horned Frogs,GTbets,2022-01-13T02:00:00Z
404,Over,1.95,138.0,Kansas St Wildcats,TCU Horned Frogs,PointsBet (US),2022-01-13T02:00:00Z
405,Under,1.87,138.0,Kansas St Wildcats,TCU Horned Frogs,PointsBet (US),2022-01-13T02:00:00Z
406,Over,1.93,137.5,Kansas St Wildcats,TCU Horned Frogs,SugarHouse,2022-01-13T02:00:00Z
407,Under,1.88,137.5,Kansas St Wildcats,TCU Horned Frogs,SugarHouse,2022-01-13T02:00:00Z
408,Over,1.93,137.5,Kansas St Wildcats,TCU Horned Frogs,TwinSpires,2022-01-13T02:00:00Z
409,Under,1.88,137.5,Kansas St Wildcats,TCU Horned Frogs,TwinSpires,2022-01-13T02:00:00Z
410,Over,1.89,137.5,Kansas St Wildcats,TCU Horned Frogs,Unibet,2022-01-13T02:00:00Z
411,Under,1.85,137.5,Kansas St Wildcats,TCU Horned Frogs,Unibet,2022-01-13T02:00:00Z
412,Over,1.91,137.5,Kansas St Wildcats,TCU Horned Frogs,William Hill (US),2022-01-13T02:00:00Z
413,Under,1.91,137.5,Kansas St Wildcats,TCU Horned Frogs,William Hill (US),2022-01-13T02:00:00Z
414,Over,1.95,137.5,Kansas St Wildcats,TCU Horned Frogs,WynnBET,2022-01-13T02:00:00Z
415,Under,1.87,137.5,Kansas St Wildcats,TCU Horned Frogs,WynnBET,2022-01-13T02:00:00Z
416,Over,1.92,147.5,Louisville Cardinals,NC State Wolfpack,Barstool Sportsbook,2022-01-13T02:00:00Z
417,Under,1.89,147.5,Louisville Cardinals,NC State Wolfpack,Barstool Sportsbook,2022-01-13T02:00:00Z
418,Over,1.91,146.5,Louisville Cardinals,NC State Wolfpack,BetMGM,2022-01-13T02:00:00Z
419,Under,1.91,146.5,Louisville Cardinals,NC State Wolfpack,BetMGM,2022-01-13T02:00:00Z
420,Over,1.92,147.5,Louisville Cardinals,NC State Wolfpack,BetRivers,2022-01-13T02:00:00Z
421,Under,1.89,147.5,Louisville Cardinals,NC State Wolfpack,BetRivers,2022-01-13T02:00:00Z
422,Over,1.91,147.5,Louisville Cardinals,NC State Wolfpack,BetUS,2022-01-13T02:00:00Z
423,Under,1.91,147.5,Louisville Cardinals,NC State Wolfpack,BetUS,2022-01-13T02:00:00Z
424,Over,1.91,147.5,Louisville Cardinals,NC State Wolfpack,Bovada,2022-01-13T02:00:00Z
425,Under,1.91,147.5,Louisville Cardinals,NC State Wolfpack,Bovada,2022-01-13T02:00:00Z
426,Over,1.91,147.0,Louisville Cardinals,NC State Wolfpack,DraftKings,2022-01-13T02:00:00Z
427,Under,1.91,147.0,Louisville Cardinals,NC State Wolfpack,DraftKings,2022-01-13T02:00:00Z
428,Over,1.91,147.5,Louisville Cardinals,NC State Wolfpack,FanDuel,2022-01-13T02:00:00Z
429,Under,1.91,147.5,Louisville Cardinals,NC State Wolfpack,FanDuel,2022-01-13T02:00:00Z
430,Over,1.92,147.5,Louisville Cardinals,NC State Wolfpack,GTbets,2022-01-13T02:00:00Z
431,Under,1.92,147.5,Louisville Cardinals,NC State Wolfpack,GTbets,2022-01-13T02:00:00Z
432,Over,1.93,147.5,Louisville Cardinals,NC State Wolfpack,LowVig.ag,2022-01-13T02:00:00Z
433,Under,1.93,147.5,Louisville Cardinals,NC State Wolfpack,LowVig.ag,2022-01-13T02:00:00Z
434,Over,1.91,148.0,Louisville Cardinals,NC State Wolfpack,PointsBet (US),2022-01-13T02:00:00Z
435,Under,1.91,148.0,Louisville Cardinals,NC State Wolfpack,PointsBet (US),2022-01-13T02:00:00Z
436,Over,1.92,147.5,Louisville Cardinals,NC State Wolfpack,SugarHouse,2022-01-13T02:00:00Z
437,Under,1.89,147.5,Louisville Cardinals,NC State Wolfpack,SugarHouse,2022-01-13T02:00:00Z
438,Over,1.92,147.5,Louisville Cardinals,NC State Wolfpack,TwinSpires,2022-01-13T02:00:00Z
439,Under,1.89,147.5,Louisville Cardinals,NC State Wolfpack,TwinSpires,2022-01-13T02:00:00Z
440,Over,1.88,147.5,Louisville Cardinals,NC State Wolfpack,Unibet,2022-01-13T02:00:00Z
441,Under,1.86,147.5,Louisville Cardinals,NC State Wolfpack,Unibet,2022-01-13T02:00:00Z
442,Over,1.91,147.5,Louisville Cardinals,NC State Wolfpack,William Hill (US),2022-01-13T02:00:00Z
443,Under,1.91,147.5,Louisville Cardinals,NC State Wolfpack,William Hill (US),2022-01-13T02:00:00Z
444,Over,1.91,148.0,Louisville Cardinals,NC State Wolfpack,WynnBET,2022-01-13T02:00:00Z
445,Under,1.91,148.0,Louisville Cardinals,NC State Wolfpack,WynnBET,2022-01-13T02:00:00Z
446,Over,1.93,138.5,Michigan St Spartans,Minnesota Golden Gophers,Barstool Sportsbook,2022-01-13T00:00:00Z
447,Under,1.89,138.5,Michigan St Spartans,Minnesota Golden Gophers,Barstool Sportsbook,2022-01-13T00:00:00Z
448,Over,1.91,137.5,Michigan St Spartans,Minnesota Golden Gophers,BetMGM,2022-01-13T00:00:00Z
449,Under,1.91,137.5,Michigan St Spartans,Minnesota Golden Gophers,BetMGM,2022-01-13T00:00:00Z
450,Over,1.93,138.0,Michigan St Spartans,Minnesota Golden Gophers,BetRivers,2022-01-13T00:00:00Z
451,Under,1.89,138.0,Michigan St Spartans,Minnesota Golden Gophers,BetRivers,2022-01-13T00:00:00Z
452,Over,1.87,137.5,Michigan St Spartans,Minnesota Golden Gophers,BetUS,2022-01-13T00:00:00Z
453,Under,1.95,137.5,Michigan St Spartans,Minnesota Golden Gophers,BetUS,2022-01-13T00:00:00Z
454,Over,1.83,138.5,Michigan St Spartans,Minnesota Golden Gophers,DraftKings,2022-01-13T00:00:00Z
455,Under,2.0,138.5,Michigan St Spartans,Minnesota Golden Gophers,DraftKings,2022-01-13T00:00:00Z
456,Over,1.91,137.5,Michigan St Spartans,Minnesota Golden Gophers,FanDuel,2022-01-13T00:00:00Z
457,Under,1.91,137.5,Michigan St Spartans,Minnesota Golden Gophers,FanDuel,2022-01-13T00:00:00Z
458,Over,1.84,138.5,Michigan St Spartans,Minnesota Golden Gophers,GTbets,2022-01-13T00:00:00Z
459,Under,2.01,138.5,Michigan St Spartans,Minnesota Golden Gophers,GTbets,2022-01-13T00:00:00Z
460,Over,1.91,139.0,Michigan St Spartans,Minnesota Golden Gophers,PointsBet (US),2022-01-13T00:00:00Z
461,Under,1.91,139.0,Michigan St Spartans,Minnesota Golden Gophers,PointsBet (US),2022-01-13T00:00:00Z
462,Over,1.93,138.5,Michigan St Spartans,Minnesota Golden Gophers,SugarHouse,2022-01-13T00:00:00Z
463,Under,1.89,138.5,Michigan St Spartans,Minnesota Golden Gophers,SugarHouse,2022-01-13T00:00:00Z
464,Over,1.93,138.5,Michigan St Spartans,Minnesota Golden Gophers,TwinSpires,2022-01-13T00:00:00Z
465,Under,1.89,138.5,Michigan St Spartans,Minnesota Golden Gophers,TwinSpires,2022-01-13T00:00:00Z
466,Over,1.89,138.5,Michigan St Spartans,Minnesota Golden Gophers,Unibet,2022-01-13T00:00:00Z
467,Under,1.86,138.5,Michigan St Spartans,Minnesota Golden Gophers,Unibet,2022-01-13T00:00:00Z
468,Over,1.83,138.5,Michigan St Spartans,Minnesota Golden Gophers,William Hill (US),2022-01-13T00:00:00Z
469,Under,2.0,138.5,Michigan St Spartans,Minnesota Golden Gophers,William Hill (US),2022-01-13T00:00:00Z
470,Over,1.91,139.0,Michigan St Spartans,Minnesota Golden Gophers,WynnBET,2022-01-13T00:00:00Z
471,Under,1.91,139.0,Michigan St Spartans,Minnesota Golden Gophers,WynnBET,2022-01-13T00:00:00Z
472,Over,1.92,142.0,Mississippi St Bulldogs,Georgia Bulldogs,Barstool Sportsbook,2022-01-13T00:00:00Z
473,Under,1.91,142.0,Mississippi St Bulldogs,Georgia Bulldogs,Barstool Sportsbook,2022-01-13T00:00:00Z
474,Over,1.91,142.5,Mississippi St Bulldogs,Georgia Bulldogs,BetMGM,2022-01-13T00:00:00Z
475,Under,1.91,142.5,Mississippi St Bulldogs,Georgia Bulldogs,BetMGM,2022-01-13T00:00:00Z
476,Over,1.92,142.0,Mississippi St Bulldogs,Georgia Bulldogs,BetRivers,2022-01-13T00:00:00Z
477,Under,1.91,142.0,Mississippi St Bulldogs,Georgia Bulldogs,BetRivers,2022-01-13T00:00:00Z
478,Over,1.91,142.0,Mississippi St Bulldogs,Georgia Bulldogs,BetUS,2022-01-13T00:00:00Z
479,Under,1.91,142.0,Mississippi St Bulldogs,Georgia Bulldogs,BetUS,2022-01-13T00:00:00Z
480,Over,2.0,143.0,Mississippi St Bulldogs,Georgia Bulldogs,DraftKings,2022-01-13T00:00:00Z
481,Under,1.83,143.0,Mississippi St Bulldogs,Georgia Bulldogs,DraftKings,2022-01-13T00:00:00Z
482,Over,2.0,143.0,Mississippi St Bulldogs,Georgia Bulldogs,FOX Bet,2022-01-13T00:00:00Z
483,Under,1.85,143.0,Mississippi St Bulldogs,Georgia Bulldogs,FOX Bet,2022-01-13T00:00:00Z
484,Over,1.87,143.0,Mississippi St Bulldogs,Georgia Bulldogs,FanDuel,2022-01-13T00:00:00Z
485,Under,1.95,143.0,Mississippi St Bulldogs,Georgia Bulldogs,FanDuel,2022-01-13T00:00:00Z
486,Over,1.91,142.5,Mississippi St Bulldogs,Georgia Bulldogs,PointsBet (US),2022-01-13T00:00:00Z
